"Placebo","Conventional","Diuretic","Beta-Blocker","ACE-inhibitor","Diuretic/Beta-block","CCB","Alpha-blocker","ARB"
-0.0444471252390436,-0.894375170305012,-0.164392436648029,-0.0761373981772598,-0.144580179692045,-0.174620724870829,-0.175163339178348,-0.133929099014203,-0.16087208721636
0.04451255350246,1.4647179161722,-0.156212173891001,0.0721820610625807,-0.0776915596603129,-0.186717554016756,-0.145127329040539,-0.211623013854194,-0.135851456685177
-0.0206856767410171,-0.26829643712221,-0.123307061160173,0.0304145816413251,-0.13643951792089,-0.0900905753840212,-0.150879609180848,-0.134100057350821,-0.136761532216569
-0.00381127866245433,-0.92360334687762,-0.124300071379193,0.0263908250972698,-0.124868341906808,-0.181093067378293,-0.158945379723086,-0.0811041698804259,-0.19429043554956
0.0440317546929397,-0.79346010290289,-0.127715508967322,0.0180942132582085,-0.128797373900516,-0.258621344204588,-0.161427741629633,-0.107004000460781,-0.118490157294283
0.0190216706930766,0.255899764680885,-0.11132002020462,-0.0528825635345999,-0.151878713483807,-0.196341936842542,-0.155551184397663,-0.0529760706812049,-0.180345621258162
-0.033223203780211,0.395302537752274,-0.142673438602662,-0.0293252715730249,-0.118867945417888,-0.220676933072735,-0.175414291245712,-0.136853260467387,-0.164564023505896
-0.0261048525937744,0.466993149699712,-0.14428046285444,-0.0157598663804395,-0.131497847032891,-0.270619116101425,-0.155413759602953,-0.0481207157824621,-0.151946185138463
-0.0294708079086311,0.774396041006189,-0.129227095630254,0.0294904346613575,-0.129378546467625,-0.171386162554827,-0.134871279858921,-0.0906836382707198,-0.138973558789776
-0.0256481544706334,0.258422658831551,-0.142923909525305,0.0853074507772182,-0.125945788172051,-0.228040890503685,-0.131227813704902,-0.147099189790876,-0.204398401474935
-0.0397222829759604,-0.122073959838045,-0.143285171343479,0.00291301479616997,-0.141380365672512,-0.27054661091286,-0.16729323928176,-0.0347240000869545,-0.166251923062511
-0.0223855752107025,-0.236642298445952,-0.100960024205149,-0.0607255880307443,-0.114136441203197,-0.22064924394692,-0.168001526642403,-0.141811843264991,-0.125443071536941
0.0231384880164273,0.608463793183271,-0.112885747065562,0.0844051060003574,-0.133293439490036,-0.297772067137994,-0.171994215806877,-0.163040304346069,-0.161358414680094
0.0437692356378023,-0.55321239377233,-0.15087211635195,0.00454006257307474,-0.116291903114389,-0.205767246946849,-0.154177065922799,-0.0987527563142995,-0.139225538342224
-0.0216913662980339,0.370232760807476,-0.180559471907721,0.0103513740001412,-0.124306379800686,-0.113657874571415,-0.156964779120316,-0.118317172923513,-0.111608090672277
0.0278766303657694,-0.154673969524304,-0.134946130644391,-0.012403432244949,-0.16405913149371,-0.146392712143527,-0.171965746745361,-0.138835529340236,-0.128535218684866
-0.015168191483234,-0.224564601745431,-0.103467500875865,-0.0493985018114184,-0.141313001781812,-0.135754736229804,-0.168279336921907,-0.15182814595793,-0.142895890900536
0.0233077142971809,-0.612105568974671,-0.137322441174251,-0.0249469565908332,-0.161215520193438,-0.195243812449481,-0.130281562523065,-0.0791934034614272,-0.175831906483467
0.0133768334649033,-0.326142550493979,-0.137836224583298,0.0227120990612835,-0.118849547145509,-0.158788787738374,-0.153325949978894,-0.164310532353655,-0.168067560114874
-0.0461107551335939,0.286126645128717,-0.106915704042531,-0.0965996155878572,-0.133047897963365,-0.17543273259543,-0.165974958837852,-0.165563111490357,-0.185291854662102
0.0487375196700946,-0.301295417237074,-0.110463681527972,-0.0501629607865662,-0.100468923974346,-0.174375442665193,-0.161405067949906,-0.0651593628364343,-0.163748691429711
-0.0138134293730529,-0.156256943689995,-0.136554966676202,-0.026141022290883,-0.140128809452869,-0.230454232917865,-0.143983869622172,-0.166226028418783,-0.176825570687151
-0.0329404063108312,1.02004528055422,-0.123210119036984,0.00974582987435092,-0.188326231228178,-0.211265718549419,-0.140255098523621,-0.0537718610268536,-0.218573825669837
-0.088814350931745,-1.11783602546314,-0.162387886968644,0.0162536173055455,-0.122928740549561,-0.124692271721333,-0.158239856082435,-0.141276827510071,-0.0977036240984528
0.0294884531001873,0.345843925114609,-0.112751843568393,-0.0292770831810713,-0.125385453378061,-0.152513988400401,-0.198350434608236,-0.12310610062437,-0.180536091085081
-0.0342488534868672,-0.699545300242274,-0.127178803073129,-0.0198609868254732,-0.165355708318729,-0.172458431633439,-0.152800100821366,-0.0999773914955066,-0.139434037522349
0.0462900265264671,-0.626814540873531,-0.146671484587099,0.0161811044465881,-0.118962797663359,-0.151497317118124,-0.162094937213932,-0.0933603806765747,-0.11401721588169
-0.026814212661576,1.09309472558512,-0.149334151250864,-0.0972261160277365,-0.138538471175321,-0.187814053244872,-0.174644984700976,-0.175171319589248,-0.173881006968534
0.0426474148404812,-1.63488726689916,-0.176958038186924,-0.080810628428784,-0.106278392289402,-0.160088145050432,-0.177622427318008,-0.121552664221976,-0.130698052968884
0.0184406840280273,0.224148531761591,-0.130507999176725,-0.00340442050333441,-0.174042209020685,-0.11112384823245,-0.165331817787459,-0.0990585754550368,-0.196889623479218
-0.0138836803225622,0.382456375046752,-0.131541620509383,-0.00649649932516779,-0.170425773372152,-0.176252756232525,-0.171429520529676,-0.207676357271685,-0.130731129753044
0.000598011588071522,-0.669727844380415,-0.128928973047082,-0.107972433422222,-0.0791186636041838,-0.290773868552038,-0.155771314319812,-0.135368819146528,-0.190862041223694
0.0125609155873972,-0.43884801937916,-0.103555005715692,-0.0718187420928645,-0.0991330461583761,-0.173822426788986,-0.181617942468563,-0.13348476719508,-0.181811541977066
-0.0760644460842121,1.19654593576025,-0.102666784070185,-0.0123173255894168,-0.173511569329531,-0.175413719809151,-0.180327812899591,-0.0937545532253935,-0.12254399149537
0.00719460014041024,-0.20042923854964,-0.112668513762883,0.0322119006363986,-0.123820919758425,-0.201007629607408,-0.144375532720637,-0.113766052932014,-0.103189790222832
-0.0487419415292636,-0.211196588221877,-0.112153841031752,-0.0520811514738084,-0.181734643793884,-0.173293571084497,-0.173018326301092,-0.148579594635327,-0.125844641393091
0.0803865938432961,-0.119865581268064,-0.115287452692027,-0.120689673481887,-0.132754726115955,-0.265817583990269,-0.19368069353903,-0.0528302449988222,-0.128203399252499
0.021899785218094,-0.528813378848189,-0.160538489577204,0.00152645347355697,-0.165658954609858,-0.098878966044748,-0.160419974515874,-0.107932912109417,-0.204162583882234
0.0197261045921624,0.650277751609046,-0.128173986566803,-0.0163729972258233,-0.0929679439122606,-0.167154360555032,-0.150033038010536,-0.0701062125834868,-0.140085679361392
0.119494541188675,0.0956323718912432,-0.112727865675624,0.0248212216636995,-0.115836087242686,-0.153641068830652,-0.155333144214269,-0.221575449422817,-0.178193550788737
0.0890664303219054,1.20495452223911,-0.136739000068546,-0.139270610884678,-0.155683723055925,-0.256437437999156,-0.19323158039364,-0.0759495434758813,-0.147320677580824
0.0546802142633098,-1.0873946001161,-0.154894323251571,0.01169920493969,-0.103997512997227,-0.20297543938347,-0.179900191354555,-0.0303515059792143,-0.0953127416355395
0.0401935324423133,0.423720731426613,-0.158764573788801,-0.1161126690671,-0.0778995582317578,-0.183997561343538,-0.177286390439357,-0.046974742889675,-0.17199288137394
-0.0174777196182269,0.161792370054581,-0.162852474008843,-0.043074643363627,-0.163802118875339,-0.148859510303197,-0.155710865083146,-0.138442181771307,-0.107412585324899
-0.00172868703899117,-0.303166312426248,-0.131779083956735,-0.0498942831094633,-0.133654469991073,-0.158630481362851,-0.158077754676732,-0.0418558547358559,-0.171277020568316
-0.0117301986171725,0.79225489833823,-0.159005465009164,-0.0864465494626596,-0.117811428517258,-0.212420131215196,-0.180174174130196,-0.170674031277712,-0.125050528775575
-0.0261959769431035,-0.180900619997797,-0.150462735447603,0.00175810936745553,-0.15314667049334,-0.177947782927232,-0.172119488994725,-0.0301931770782456,-0.138078297023174
-0.0708825575236093,0.819429383710163,-0.136029852567034,-0.00813075504889956,-0.0977367928575151,-0.179718517631446,-0.114036138647398,-0.150445977236311,-0.139734865528128
0.0180631660352124,0.407721663105403,-0.117641525907857,0.00722467176946204,-0.168702587555138,-0.212600877596626,-0.160555168592024,-0.14882818601753,-0.140744204433996
-0.0302761114901196,0.489078887679553,-0.130302645189931,0.00718373445530747,-0.141173836543034,-0.223375523063584,-0.134612216371963,-0.167408284346814,-0.178181608264445
-0.0260455496263037,1.13465248690453,-0.136641678258812,0.0341538282711885,-0.162909920147235,-0.213032512770375,-0.164855053327794,-0.0906793523886744,-0.161608851961295
0.0264797106728157,-0.0718530358623513,-0.130856453844647,0.0824699358610244,-0.15346167558134,-0.156860510818502,-0.141384015305001,-0.0397573629950796,-0.140678283328457
0.00953354532105784,-0.0432276157290595,-0.119997054227249,0.0101839248678318,-0.142795535223459,-0.160444267571151,-0.150783946223756,-0.0885628091781141,-0.057607844059892
0.0105330745189482,-0.514270196724546,-0.125944962180997,-0.0317382066460857,-0.155973166120671,-0.211120929532099,-0.159823211830624,-0.0748161372713286,-0.139581897049856
-0.0313305735239061,-0.261387763788397,-0.165567160324016,-0.0287075059773368,-0.170570303112313,-0.251805930855733,-0.143909543161259,-0.132876850019959,-0.151378293572079
0.0194489592641171,-0.473538643956961,-0.138796615633801,-0.0464278650459637,-0.144724672045648,-0.238141365597465,-0.147155220196326,-0.0926441118827483,-0.177694171270523
0.0677273602628911,-0.3279769103187,-0.140627446927923,-0.0907746440516743,-0.134271264594497,-0.232577612575844,-0.155318323829412,-0.114028669873204,-0.122818486042897
-0.0256278873494192,-1.32553519896642,-0.126597947234054,0.00208876721235473,-0.100560670654828,-0.202558478297753,-0.152550275568374,-0.100671195269388,-0.167372488123676
-0.0591754828237201,-0.638046383488031,-0.131502959471551,-0.0125504406460819,-0.172210964415096,-0.199745383995436,-0.182770145425026,-0.0863069220007246,-0.14889721302086
-0.0190047038773028,0.280499191619082,-0.152155994910454,0.0367704607963057,-0.15595637278201,-0.268550938235375,-0.179020306569623,-0.141874442711862,-0.157376248015638
-0.0303856756030728,-0.428864115642419,-0.128959138456849,-0.00667858330718551,-0.132215691949084,-0.232742744408431,-0.157904532514929,-0.0530805650505071,-0.178450115633015
0.0729707260026397,0.459810500699929,-0.160171511883182,-0.0648058650511241,-0.143376902706791,-0.196096657899162,-0.178938219999559,-0.156667763275356,-0.138937653731949
0.0105679829022322,-0.684439761700071,-0.144118613661465,-0.062763822288222,-0.205414380858438,-0.219829972281777,-0.173818226096012,-0.129232953188901,-0.184181696885644
0.0181040060555246,-1.14885859024326,-0.101407781675381,-0.0730055315213891,-0.123367284819002,-0.119716163667207,-0.174972278595794,-0.142645563317284,-0.174116767946546
0.00385665248369079,0.239214654989105,-0.165415007192054,-0.0679124851012035,-0.172705669019179,-0.178613959266479,-0.154976239209514,-0.159687640181928,-0.185470988179911
-0.0623726761727086,0.330613088675536,-0.149777806065832,0.0152415002732689,-0.0813814543063673,-0.141974332685465,-0.177328682941737,-0.0664451272971373,-0.173857972210057
0.0109598759805096,-0.0357909971126578,-0.123478805694922,-0.0186020349276509,-0.12733271657317,-0.17063572187345,-0.201526359999878,-0.137669328830424,-0.138838982357218
0.0078847143220737,-0.0596342378571085,-0.0994182367363807,-0.0253364302969353,-0.132761423332994,-0.200931611099532,-0.118022080506628,-0.155291245991426,-0.114932634947971
0.0432592970179497,-0.674549317702292,-0.109391789905472,0.00918279511846706,-0.108020165454816,-0.266373832196537,-0.176329769863526,-0.143402212507835,-0.145206426248045
-0.00235478200845678,-0.256273451957119,-0.122354250736734,0.0246972869001157,-0.0902396345952348,-0.171778195731976,-0.183588388814053,-0.193127448441291,-0.106996388558771
-0.0149604501506504,0.0981987640048772,-0.126394760543544,0.0128730505329892,-0.146529344435681,-0.209181124871892,-0.153701806976627,-0.163449246127052,-0.15905325394751
-0.0221326212828815,-0.926926774732794,-0.131219889144279,0.00253156609972642,-0.132542411267653,-0.182599225356477,-0.16357030451594,-0.13274075941771,-0.203873135568642
0.046058492831269,0.878045937326171,-0.116955330179739,0.00919503897495565,-0.132959941174261,-0.212212100035955,-0.158262415242174,-0.151798634811385,-0.128026764774327
0.0151173058281337,-0.144422511352777,-0.139702631479577,-0.00458956186494083,-0.115676209676509,-0.139203319072809,-0.187536718187757,-0.154140113010769,-0.094452583638165
-0.0062320559284067,0.981613208045524,-0.15072775844197,0.037450716251571,-0.158380175465048,-0.230919930206583,-0.156360679881435,-0.137756203135242,-0.188587017029586
-0.0420486468360694,0.0660286685630726,-0.156553832222817,0.0296254890423484,-0.100290485064987,-0.244454304574876,-0.194571398055,-0.234653360178004,-0.125471224069869
-0.0412637495007415,0.56605872797366,-0.138786516722292,-0.0830867180924954,-0.158826585136253,-0.194114686995546,-0.124205746397768,-0.1050834135672,-0.205025090338255
-0.0191023790994355,-0.995951659709801,-0.156257055008801,0.0166746130138029,-0.146978325643234,-0.152762711249755,-0.157346929106622,-0.121354868287409,-0.0963353254882631
-0.0202370206448934,0.0802812434060594,-0.0651644350940198,-0.0360400265068667,-0.0869684561987707,-0.259648718663492,-0.156740499856445,-0.151499443693144,-0.202268826649024
-0.0235149261140363,1.49057940541596,-0.138416664390983,-0.0460694014883445,-0.106774718136539,-0.223889182311756,-0.1574721960688,-0.109751988784035,-0.165462758877025
-0.0143027305846466,1.02444705320002,-0.137769821668987,0.0850494123836863,-0.140673672220981,-0.205958215442297,-0.17331206905361,-0.269508171620899,-0.214840573242377
-0.00365697198855419,-0.673526857558703,-0.102811402538121,-0.00300939698015426,-0.14874412663691,-0.154490701351778,-0.17538523968776,-0.115373336794072,-0.130069951628384
0.00158328254822691,-0.314306826401554,-0.140008374284417,-0.037151895595923,-0.0956458644814505,-0.195448897991632,-0.179051706446909,-0.150670366569024,-0.185441336764829
0.0165590279596782,-0.35748311823569,-0.128711918536233,-0.00430471616386883,-0.217410752875317,-0.231466014872727,-0.121638246007353,-0.11383949121517,-0.156215247433218
0.0199312982781663,0.244989473892615,-0.161328259944411,-0.0186692314395212,-0.115541340828672,-0.186648773836052,-0.166494788355731,-0.134995234278378,-0.18625976938378
-0.0123416075568877,0.131540846338454,-0.148137396543441,-0.0176551947460865,-0.128550764272671,-0.157841959451177,-0.191875823769616,-0.117363031474917,-0.118036202366926
0.0124237250617052,-1.46868101388382,-0.136439587454151,0.0422338949984269,-0.16201286742838,-0.189924293621797,-0.175386640265577,-0.0711253947536009,-0.112753947507524
0.0112740125751049,0.201297788884561,-0.13687814489526,0.0852517852200401,-0.107605478552034,-0.249194016445068,-0.187540706578076,-0.124517341834184,-0.162698154051194
0.00919987792289208,-0.44838139482003,-0.145805570925383,0.0273030689268435,-0.110455710970132,-0.167829994127729,-0.162381007213211,-0.0816392879904433,-0.203511036860716
-0.0517771965184506,0.678365203856669,-0.143586698577901,-0.00528974685652486,-0.0858805139765418,-0.212516317220677,-0.181377165947946,-0.27342624866197,-0.157701188121378
-0.00703157724806446,0.523709959273822,-0.145284782461678,-0.0333863546613518,-0.138839854286333,-0.18226577644571,-0.150046857161348,-0.158566358400265,-0.142020412832197
0.0133892758175996,-0.100613883084995,-0.10588341093804,-0.10409337593962,-0.118578167257055,-0.146677698304014,-0.18512172012713,-0.116564357154433,-0.183974809823877
-0.0136031141958967,-0.126697501661734,-0.137888844130847,0.0746935737236143,-0.137657221741174,-0.250357343356324,-0.175986950761357,-0.14003047453677,-0.166462846800252
0.0236987143816473,-0.63593015193091,-0.123392938492752,-0.0346153356010568,-0.166161820293501,-0.198713304410271,-0.173657147766213,-0.123196970128743,-0.0971778145679727
-0.00356493863387166,-0.262313251498569,-0.164322190533075,-0.00840855322557626,-0.140031494513921,-0.136730112130489,-0.198254863269085,-0.166071949724644,-0.169188500339229
0.00259911652147639,-0.588289574129821,-0.130522377732602,0.0993371751271059,-0.145622674737613,-0.192025442887802,-0.175732193066081,-0.0692329329027198,-0.192587048349814
-0.016205149416832,0.0360170041106808,-0.117061016717725,-0.00691584551369639,-0.117806236699264,-0.252148410595248,-0.172654469256075,-0.12848265742781,-0.116409236072679
-0.000572418333868364,-0.326316641702025,-0.132921601600239,-0.0710703712497572,-0.173507700212822,-0.178784151888931,-0.178835627061686,-0.109295840364289,-0.19399960702538
-0.0278791467038403,-0.109038111362786,-0.157621691068021,-0.0268277789971271,-0.1289832789269,-0.131572463171445,-0.174239717938763,-0.101238717356469,-0.127996188305707
0.0886670147726444,1.09880937215834,-0.116238743829919,0.0446301676594812,-0.144615722571936,-0.15337213036696,-0.173462831797205,-0.090808427098805,-0.147585659475441
-0.0193346376392846,0.13665796099514,-0.1171385458984,0.0112223206307331,-0.165096368602239,-0.260062872171322,-0.16586894577197,-0.185435156361064,-0.151149014750615
-0.000702170384800439,-0.505105328882994,-0.168626908341054,-0.0407202703964881,-0.146822053134763,-0.262679717546528,-0.150736142318749,-0.132287931551703,-0.149635515591753
0.0227228582644593,0.668239783686638,-0.161077563823866,0.0923574870821286,-0.153370147240266,-0.192412802492386,-0.151676344716648,-0.147867098393917,-0.114000889760025
-0.0122558087421626,-0.298823797130257,-0.0855293539777411,-0.0168914875147199,-0.123296418332157,-0.28174387894839,-0.159150595500466,-0.123112635412216,-0.201904335483141
-0.00927668436468913,-0.792569412221325,-0.153022800046541,-0.0226182569176952,-0.132758497673643,-0.186470856807579,-0.136774749028169,-0.150399114547889,-0.151386832710853
0.00855395358526237,0.409250379348099,-0.157641268614883,-0.0168232411264555,-0.131052903777112,-0.248037077391327,-0.186782226525452,-0.0604063696853109,-0.126046298872719
-0.0237372996204158,0.026003760218944,-0.137476675605776,-0.0559624361637206,-0.112774915674801,-0.222896053530485,-0.159244887809603,-0.0943651213526907,-0.112810549292738
-0.0252838695666875,0.793069329980411,-0.0919612357039191,-0.0131532781840799,-0.158115307532141,-0.227115238521927,-0.172208351038889,-0.0977483217792452,-0.105563597769921
0.000906407248145958,-0.755560404236512,-0.14493921598265,0.0359991960979137,-0.174374724299736,-0.197301273232959,-0.173183846434822,-0.0802235786722494,-0.140209856936727
-0.0109925377033617,-1.42286251889436,-0.129607044776855,-0.0750037331593157,-0.149339488100582,-0.134459759670327,-0.129066286345349,-0.0695173275662043,-0.145734004407861
-0.0227269811423493,0.190360802975188,-0.117557228512287,0.0228454823907792,-0.169125245102367,-0.241917398784235,-0.178278173855809,-0.103732441327725,-0.197818259209196
0.0308451106560445,-1.20679590043327,-0.126091924702502,-0.0238498625876743,-0.132801807764017,-0.119173850909322,-0.163649013899254,-0.124003388300271,-0.162840547370833
0.0289737825592368,0.838095297975461,-0.155046497093473,-0.00630310943037678,-0.179293873822545,-0.132946924342144,-0.153071188817522,-0.0471490067605344,-0.167360836435467
0.0110080641590659,0.706913766881799,-0.123140217029672,0.0234771382593801,-0.100755104360391,-0.208117845981276,-0.159388209603568,-0.119730571450126,-0.166079023661135
-0.0777313941545973,-0.547699811352991,-0.103993089017107,0.0911947687187645,-0.162204718030157,-0.221559889324232,-0.200758764853118,-0.110217349120585,-0.168576269833152
-0.0464395215116895,-0.361756633642859,-0.154274363048985,0.0266714883539481,-0.123777775548561,-0.191744540655557,-0.144761636807762,-0.0981937035745189,-0.23001650360297
0.010714877122164,0.204402955325782,-0.127919724790258,-0.0478253877460735,-0.131682006264359,-0.202366227366392,-0.18369939036823,-0.024636187177856,-0.203687135475384
-0.0256858332876839,0.686187398937615,-0.167624948653457,0.0136084850563155,-0.14383104675349,-0.210191325232645,-0.197890932224072,-0.159555666280929,-0.137696354425781
-0.0153103368259419,0.701954025745799,-0.133170502582317,-0.0195795802151337,-0.137530992486521,-0.179376221878224,-0.137832010824564,-0.0808325366037543,-0.124415350639999
0.0586119416595228,-0.451581922625118,-0.135558863237132,0.070174212392258,-0.148396836976709,-0.166759997583044,-0.156152121863019,-0.0210145394291995,-0.0981817149085371
0.0090984188494526,0.273039672800545,-0.195168900272861,-0.0220399604483277,-0.116683608709482,-0.0972463469484398,-0.159465487573559,-0.092245824901642,-0.148689026894885
-0.047625165601461,-0.0886363900673932,-0.121741941972195,-0.00505338445566192,-0.115348473783003,-0.196180477298038,-0.170215825036531,-0.0727101423490235,-0.194539117196064
0.0286788770749388,-0.0554858231056391,-0.187496311622678,-0.0431329758726925,-0.100326621872042,-0.279259070866231,-0.134726225710176,-0.0512810365482815,-0.111984727192351
-0.00264394888797151,-0.546582126050702,-0.166065914304007,-0.0227621125501369,-0.141261556750724,-0.119321900542297,-0.156987152115511,-0.150712617342714,-0.118111968687124
0.0315809351052076,-0.497903283253795,-0.124943328206767,-0.0487986497422605,-0.153578771045629,-0.231743851754905,-0.169340520948796,-0.174117457722786,-0.12356528628678
0.0249524848867968,-0.234334133344118,-0.101400836020931,0.00509558542872727,-0.116427150824591,-0.211828676713095,-0.135359962897323,-0.117776770182078,-0.167148457457422
0.033745627919535,-0.719841226907052,-0.156329785478028,0.0444719487863016,-0.108272377953256,-0.154077840849474,-0.149233946623985,-0.113624705433799,-0.18315056837701
-0.0203276166444192,-0.324310641409776,-0.115005848569182,-0.0279074506060881,-0.116880770191645,-0.171828813429235,-0.168375163787864,-0.19091952262716,-0.157098017294168
-0.013722234373068,-1.27934895318525,-0.14173501993508,0.0421013887520274,-0.154557670213151,-0.222938044481875,-0.129264094365472,-0.119524136253673,-0.206267953399738
-0.0468329452499788,1.35739033681612,-0.11123551237792,-0.0272919860303169,-0.188034687701678,-0.271914529932634,-0.18715483679104,-0.195382032316931,-0.162340223886361
0.0453799151338557,-0.483255249502891,-0.15064900632498,-0.0762911793070268,-0.168437676617107,-0.212985504305136,-0.185597988612517,-0.0368143047700975,-0.161036365804798
0.0370653931893871,-0.614709328014837,-0.133017019144554,-0.0668129000703486,-0.156945183822995,-0.214222987756137,-0.165397312679211,-0.114558800452834,-0.14603056926965
0.0294664552231638,-0.714872294178096,-0.114945115971035,0.00495735210923451,-0.176614195369698,-0.24880615773212,-0.132915548244925,-0.114911706395587,-0.162008438885674
0.00949028308578296,-1.08542355481073,-0.139861929492945,0.0142890472963181,-0.149384446260929,-0.22291115602416,-0.176462104386149,-0.0523499810731957,-0.135456909614569
-0.0570031789939393,-0.63493943449339,-0.175472377262834,-0.0180876386477724,-0.128487641715843,-0.207194231207045,-0.182929255826534,-0.213356064366004,-0.16992167055919
-0.089127911869967,0.546721734154216,-0.1487799788631,-0.147536643675079,-0.107485506853902,-0.182449733497694,-0.213373332984874,-0.137963130718478,-0.186198147595477
0.050401801011696,1.1890137488419,-0.131577692537442,0.0283675065708181,-0.09560900252948,-0.214072616377768,-0.152795215275529,-0.136482944826971,-0.171606817259233
0.0140274298674167,-0.341684995212403,-0.116561977141444,-0.0372938101602987,-0.16261582846313,-0.175835159320576,-0.145556031499703,-0.200800209199304,-0.19750404813468
0.00381420941162023,-0.0608508598890903,-0.146405364495717,0.0520402221942483,-0.179633283501248,-0.255345456658868,-0.16906565774257,-0.11540273995684,-0.189537948373188
0.0390354981372149,-0.382006585533035,-0.15763557942276,-0.0673251238603659,-0.159716538179122,-0.180645614067193,-0.181459883429394,-0.123292508616984,-0.194388011283457
-7.17426801011008e-05,-0.0409930132242302,-0.108756713025299,-0.024211280140223,-0.113785037016125,-0.266149628540706,-0.155777661037066,-0.125296073599027,-0.106846400937703
-0.055711649225199,0.388453923651957,-0.142865668959272,-0.0176773783177918,-0.136011507534097,-0.186493053465792,-0.173366170310583,-0.10915511979067,-0.138500306738412
-0.00892282061575653,-0.434577697137505,-0.0932916034624593,-0.0741712199545077,-0.142393443453039,-0.172466575947364,-0.158797280976024,-0.0584025096603091,-0.136790228321875
0.0276455385695583,0.521335737720156,-0.165071736959936,-0.0224986522604119,-0.117963505240784,-0.132134490623061,-0.198399901509808,-0.17377845868351,-0.118466587524004
0.037574913375392,-0.519278008141892,-0.167570309294555,-0.0658831449071944,-0.0957637102134442,-0.286503747572031,-0.167839374398684,-0.0955429395349292,-0.155855631249301
-0.0014940462400871,0.992133200301951,-0.142267861896832,-0.00731739791000643,-0.147556216067823,-0.175700241913138,-0.169249928643426,-0.106488286061098,-0.155280660826802
0.0905034202966787,1.0528089005522,-0.147230365112437,-0.0453882610622409,-0.173527223640689,-0.239280573745558,-0.198646410986689,-0.0912779209490144,-0.183602452820033
-0.00477373039886867,1.10087409131624,-0.121216256601508,-0.0810923934185032,-0.15792608659329,-0.270377174958329,-0.184595792568689,-0.0489750678973435,-0.136181506926507
-0.0524680093989909,0.276805396883692,-0.119551833395136,-0.0714727763047713,-0.139179096321613,-0.191663800778091,-0.155540076473578,-0.083529816598247,-0.133591415529391
0.00171571940719038,1.71464398831749,-0.135956283186236,-0.10191008375499,-0.16047779214164,-0.211260774325369,-0.14571884853256,-0.196098355357606,-0.196874763469778
-0.0108491739292101,0.282943299673054,-0.119271160542209,-0.0349551637053536,-0.159188956375785,-0.107841778080656,-0.153333660425821,-0.11918621838342,-0.132221652399605
-0.0285351606712098,0.0073922833411075,-0.124964403597305,-0.0536657644417608,-0.142172366145747,-0.173294126215226,-0.191139170832833,-0.0659698704871731,-0.157817529292526
-0.0222098612385263,-0.693424487112614,-0.102531134022446,-0.0365466362543966,-0.134022383955892,-0.22019701921682,-0.179096100567002,-0.0946516122891926,-0.153851326395084
0.00698719944826749,-0.630257311755492,-0.114450323391328,0.00620030207442241,-0.124008568250971,-0.178171192086826,-0.139059068220017,-0.0837991149819605,-0.168431901529482
0.0146877945409863,-0.127650495571147,-0.0986646271241599,-0.0814956243444852,-0.128097062058206,-0.228103064878682,-0.194604940613755,-0.148037080339529,-0.185105032162596
0.00197827619535544,0.126336245668789,-0.132485010448424,-0.0193115994676668,-0.116619085677319,-0.215356100573524,-0.212247323151,-0.0670556937573689,-0.155321846014247
