"Diuretic","ACE inhibitor","ARB","blocker","CCB","Placebo"
0,-0.458432623554311,-0.541188144568216,-0.159220265154201,-0.330235154310258,-0.428345523901418
0,-0.476608961008874,-0.533016113068695,-0.166280669847061,-0.37900511038702,-0.40910914188741
0,-0.424616112189961,-0.491471517057085,-0.223459271497461,-0.311528557693181,-0.410098865692908
0,-0.330712868378237,-0.547822152898524,-0.175465078498592,-0.170466682931463,-0.320155354081893
0,-0.548695396476591,-0.310869776171822,-0.00564666873041698,-0.208282102687231,-0.248127833574038
0,-0.428951347667006,-0.291767512107369,-0.0900963635015757,-0.201293627413235,-0.301280256485626
0,-0.390620417855971,-0.462946549390517,-0.118514193550703,-0.28978147306821,-0.30464600540107
0,-0.389771388457373,-0.455409706841291,-0.131351200792692,-0.299835440781164,-0.20959255945985
0,-0.43475983486911,-0.606006356956448,-0.0156368863648966,-0.241604737106871,-0.327163134737891
0,-0.337247899592789,-0.380720734521938,-0.0629444041901766,-0.113731743873977,-0.195382844231723
0,-0.481332685868985,-0.534815377167987,-0.118468425132118,-0.290947045988543,-0.241654040467102
0,-0.391576737405773,-0.614109876677551,-0.133820161022177,-0.407479329206993,-0.253919532554871
0,-0.390423132602815,-0.537955522374094,-0.12149911325183,-0.230883339685525,-0.203084717257479
0,-0.233756157508201,-0.366644420646547,-0.0405140581580759,-0.15802804578766,-0.136056753579624
0,-0.398877278323879,-0.488038486476723,-0.204854874953005,-0.282556035401375,-0.286836162307279
0,-0.343087232565155,-0.33016402814442,-0.0730095295947515,-0.26425982833454,-0.265550034738098
0,-0.412701451120491,-0.304979578549379,-0.0444965850764945,-0.263055391298138,-0.245523780563945
0,-0.333423039507733,-0.428329881101406,0.0597168587618897,-0.112116636263733,-0.242597142843822
0,-0.354499377362809,-0.330587995310588,0.0105422613787396,-0.0443104501509435,-0.205575737718401
0,-0.308772052382551,-0.397646296605998,0.0378914699424227,-0.0405273463894361,-0.216147373363234
0,-0.406881514868983,-0.480096221438816,-0.0567384312801199,-0.189812896047031,-0.198655227857284
0,-0.354725829542849,-0.440357581651717,-0.0771326579957277,-0.232146978236748,-0.235430767829153
0,-0.384116702795805,-0.418555085436754,-0.0108068384273239,-0.203944784160357,-0.285354658768713
0,-0.28179331852624,-0.405541404012355,0.000941120577752632,-0.137874497605123,-0.211494034664796
0,-0.364146699340294,-0.504985234361692,-0.0161117029337133,-0.142926143985971,-0.273087244467739
0,-0.492987826474913,-0.438697068360981,-0.0846683097985677,-0.254707822370643,-0.297183836052398
0,-0.393726879818394,-0.417805177874813,-0.011316566179253,-0.196796614864496,-0.368850124270942
0,-0.414261913551412,-0.450702387450528,-0.0156824053329949,-0.212351132263442,-0.299052740056974
0,-0.360490109449133,-0.367067002723529,0.0338965734440565,-0.169772303473941,-0.31573257468076
0,-0.307162945500782,-0.367607668957748,0.0218179648341621,-0.110884097573041,-0.263492629026505
0,-0.385146731175324,-0.563487848465578,-0.0715752830241435,-0.255947276264973,-0.262392098266353
0,-0.339981699442255,-0.367866058228283,-0.0637155466965952,-0.287258715539302,-0.321423401661614
0,-0.3612717694146,-0.422620007350965,-0.063801754520448,-0.196753384263105,-0.315924965958608
0,-0.411109506052733,-0.425300220723574,-0.0925336536170984,-0.166276929103903,-0.321377518303984
0,-0.310321009745693,-0.317960298539451,0.0736872061191932,-0.0877603752890499,-0.265105000745465
0,-0.272981870874866,-0.309872349424051,0.125158437026075,-0.0410059796152503,-0.215144359059919
0,-0.259307363677918,-0.355753463826757,0.0197513189471957,-0.0276849529412242,-0.25013325448003
0,-0.273765341891471,-0.316486557241629,0.0721786959455619,-0.137271587536484,-0.210706376109319
0,-0.434282336312132,-0.497988770439506,0.0376689325291404,-0.13520966991873,-0.241999703432231
0,-0.47176803230403,-0.57497556456148,-0.133266339629836,-0.272298283915049,-0.366629028175111
0,-0.327188665704867,-0.596015361583438,-0.032664328158544,-0.179108881903689,-0.257760875496759
0,-0.333278294543801,-0.436232160049189,0.0343422243789321,-0.179181608147092,-0.290065763234314
0,-0.273900855250591,-0.625153967510505,0.000139955605060806,-0.198305454307598,-0.193620641358
0,-0.3110206873973,-0.326032333049346,-0.000761169670526016,-0.181209508981435,-0.237897961757198
0,-0.380622979821083,-0.429981947707777,-0.044210285011795,-0.164041069860388,-0.259247515631834
0,-0.340602456258528,-0.46521562828059,-0.0564997345592687,-0.155456677230425,-0.257395980340438
0,-0.213427610264321,-0.227843159243202,0.0741603256142623,-0.13481657837188,-0.185198087179353
0,-0.318017729200359,-0.412343024200216,0.06888419928335,-0.137372852530473,-0.165181278274297
0,-0.396170342945863,-0.327217574475402,0.0776092833023048,-0.137171549299223,-0.247814239418942
0,-0.347132145679968,-0.416136728620789,0.0527291032241318,-0.179748224153474,-0.111057394856873
0,-0.35240056842557,-0.474195035906317,0.0250684429286207,-0.197605806197663,-0.227637840236555
0,-0.3961228462511,-0.395075431193843,-0.0288390679414976,-0.22594725885543,-0.139852315916826
0,-0.401337667590468,-0.493089924699433,-0.106215853407392,-0.294201721566016,-0.204374476028969
0,-0.424565726527755,-0.504140944150903,-0.158670927699373,-0.218587160071075,-0.223548749149554
0,-0.367913796033952,-0.428268965250689,-0.255159622011963,-0.30511038062367,-0.240658812628354
0,-0.483220914251317,-0.561619515028612,-0.265235779602985,-0.336856709193983,-0.282104018033262
0,-0.42845814724522,-0.559216443258281,-0.195210864321758,-0.313646931579659,-0.318754611475519
0,-0.412848523602191,-0.438009698943102,-0.103084084926195,-0.266709061576021,-0.276287424210195
0,-0.381372615587178,-0.398481351384264,-0.0700422174942445,-0.262060597573675,-0.287328450671184
0,-0.326169536496008,-0.433102441218132,-0.090068302525935,-0.329794376021493,-0.283823871604144
0,-0.311188565425026,-0.423678162441806,-0.105125487557528,-0.209948355556519,-0.24716883184609
0,-0.317479594473852,-0.425913110927054,-0.0182159926808095,-0.189296855311118,-0.396864940695108
0,-0.406021082734374,-0.439131296699498,-0.0527345648523155,-0.211670353034886,-0.292776384970924
0,-0.389112693764942,-0.438276844793523,-0.0934166403544241,-0.259340273607801,-0.283869830467962
0,-0.399690173616072,-0.449236918044582,-0.0825049145742941,-0.213873176302901,-0.232973087487178
0,-0.373136742150435,-0.342228487500902,-0.110590073736768,-0.206846173484895,-0.248846159746924
0,-0.323888158549426,-0.40226932222353,-0.0233499662063925,-0.205894597709535,-0.10118598233284
0,-0.319671924754853,-0.403734121093398,-0.0162351735654698,-0.261897866304587,-0.151198629607748
0,-0.287955361058334,-0.283939425533591,0.0335639817712774,-0.190752046735528,-0.189508166146218
0,-0.256259496628394,-0.326892792253367,0.0521897642825573,-0.161224817603433,-0.1753387894074
0,-0.292011036835665,-0.257859024373708,-0.0218640528746587,-0.228857748650347,-0.169641203534809
0,-0.268841873633537,-0.257376359736364,0.12592076124687,-0.138076319853336,-0.209413931940883
0,-0.310814164489504,-0.292952681092047,0.040908401673636,-0.224828465608351,-0.0997719704745596
0,-0.2499476872538,-0.47802299597204,-0.0279568853696367,-0.224241704857235,-0.2614981371938
0,-0.399250680992631,-0.469014643079068,0.0511336049211986,-0.190470457026401,-0.362033204683466
0,-0.328964922569739,-0.180583623106933,-0.0284576958322575,-0.122851785606143,-0.147985160356044
0,-0.433151856121395,-0.361842626951554,-0.0219879781401008,-0.230544848925717,-0.237998609023404
0,-0.386583602197839,-0.47491577202034,-0.100546608190794,-0.18587005430335,-0.273516956929348
0,-0.413324677563608,-0.288001941313029,-0.0673999686978293,-0.162224031697006,-0.284310517656306
0,-0.408846114267973,-0.301251713810272,-0.0230513494563179,-0.186442392687307,-0.261299121728207
0,-0.445308851412541,-0.460639880626495,-0.0105243955443949,-0.256281608120123,-0.304923697751414
0,-0.49802025573601,-0.487131527028372,-0.0862457807275304,-0.276855119364051,-0.365211731659363
0,-0.430575859887567,-0.491644237283637,-0.118458782115177,-0.24487000535898,-0.344327420635044
0,-0.33533882230098,-0.424552644808428,-0.0460585282956422,-0.217367985188796,-0.311527715759146
0,-0.227996629708115,-0.318316448193194,0.0698335501081781,-0.20831768139135,-0.0978404813520078
0,-0.20082204217521,-0.197492777031171,0.144495698757085,-0.0888550718770245,-0.167450795414247
0,-0.300334250713811,-0.351084921364833,-0.0240813935091746,-0.160081686929418,-0.174374890853798
0,-0.388319101931729,-0.395531945728462,-0.101140293121884,-0.214610694106085,-0.162852466542404
0,-0.442603305916341,-0.425449967784739,-0.10744536922758,-0.235656519882077,-0.204700858715287
0,-0.434890377164064,-0.449937953123105,-0.0758770183273055,-0.25181344945395,-0.220373656999788
0,-0.500299576511569,-0.465227261387426,-0.212949124863962,-0.342221752645181,-0.256731672782695
0,-0.499824051245448,-0.468290437278418,-0.170775158182194,-0.331893806269226,-0.247165845826978
0,-0.481231351398972,-0.585349615111015,-0.164671051515919,-0.298626022777979,-0.264705741060821
0,-0.433575269286505,-0.614782803151915,-0.16750964599161,-0.303324612854858,-0.280602417464575
0,-0.388026957323244,-0.600852672438267,-0.128647578633591,-0.363250815480769,-0.346494440590523
0,-0.520745740590496,-0.627377435109879,-0.236360889385335,-0.36740200806601,-0.464720193183013
0,-0.427166879418681,-0.522937750179804,-0.0685499128910276,-0.283447032887614,-0.327340209576979
0,-0.37688478822452,-0.590197823601028,-0.0705047979724636,-0.283350660107469,-0.28406204369977
0,-0.390665878888193,-0.673060360966398,0.0089504207322006,-0.243844779037168,-0.34790671989194
0,-0.379325563744567,-0.500631409826549,-0.0204204967162902,-0.202265918668911,-0.295870329560623
0,-0.318456125623477,-0.390276381155437,-0.0227298092853034,-0.20833786243445,-0.237967907822425
0,-0.282517597407141,-0.442851487335587,-0.0291907726958208,-0.161909708046983,-0.203023315638904
0,-0.29261236385473,-0.415806866203071,0.00206555453045564,-0.163826223889879,-0.230166940333407
0,-0.271192402564549,-0.437125126882328,-0.0663169303321889,-0.150804132712067,-0.14643186799619
0,-0.369117916393704,-0.300039242446403,-0.0227311691303982,-0.142477553532418,-0.1899749455861
0,-0.389236882592824,-0.42525163820677,-0.0884231949113598,-0.233848175470831,-0.278197331641458
0,-0.433630435009163,-0.502251029818528,-0.0491043943970386,-0.215801550098758,-0.292526043567016
0,-0.35184663264003,-0.501094790432181,-0.0241112952488659,-0.197458880965929,-0.282711374731392
0,-0.391516937483837,-0.463064527368112,-0.0288028787064592,-0.256158058753185,-0.266324176104413
0,-0.487025129641851,-0.489742691801052,-0.111265029331613,-0.261226163860503,-0.363594659472551
0,-0.51725691229992,-0.577075589731197,-0.226646487170724,-0.301467305751538,-0.322208857538926
0,-0.413794078899449,-0.570391435625472,-0.131185020742157,-0.269502245689167,-0.359641865661629
0,-0.402553597950887,-0.615940369436917,-0.150078626260572,-0.325235958167925,-0.368342905605132
0,-0.381162001866103,-0.539863463142462,-0.15056211446246,-0.414785586574941,-0.127292717380101
0,-0.423692252803228,-0.599372655243362,-0.168102310844216,-0.367806974232271,-0.182532212751073
0,-0.366431184407334,-0.44161569509616,-0.178515537001483,-0.361815494770298,-0.24305872547822
0,-0.431076404670133,-0.600219969905981,-0.168395249000372,-0.294151374240986,-0.471093713735726
0,-0.462236898558273,-0.486997048391909,-0.158007571888904,-0.302358808826688,-0.453835829059592
0,-0.427153817133066,-0.4278902139156,-0.0966824519541511,-0.270952896979725,-0.375428405899775
0,-0.30802072029701,-0.372848346037034,-0.0449271221949376,-0.242643743038138,-0.186471822793658
0,-0.337666056192396,-0.446514476745862,-0.0171793773474103,-0.157338328878031,-0.301511934199352
0,-0.395221726152455,-0.445862706064501,-0.0551950559659169,-0.345436774005158,-0.229205731238015
0,-0.451064955068879,-0.341983299552362,0.0491179594513247,-0.218069796802082,-0.359548092562287
0,-0.569387412275718,-0.401765475898593,-0.119944629421284,-0.207738056614084,-0.426582911770512
0,-0.35102499170285,-0.53501466965756,0.00564750182084879,-0.112339923738427,-0.387827769351406
0,-0.300940199628785,-0.623025229625766,-0.120270318363288,-0.323523983611045,-0.258064676901309
0,-0.417092428528305,-0.325779231538975,-0.0145650852758173,-0.237869442066157,-0.210262883508212
0,-0.558838595125259,-0.592512075631692,-0.100564026791109,-0.279728685202909,-0.324578430349355
0,-0.37512466874357,-0.418297697123998,-0.0886198965708143,-0.168762623203358,-0.321112603099879
0,-0.295070945913276,-0.325648346433793,0.0485944426207751,-0.160445382974338,-0.151645275171932
0,-0.213106027266424,-0.36923382007746,0.062655377876021,-0.101183904181532,-0.163070066743908
0,-0.24706048420178,-0.284866164875589,0.129413400348124,-0.119840881961886,-0.12968286749912
0,-0.297567100909608,-0.30449832399756,0.0967551714663905,-0.159163928960285,-0.214480712019386
0,-0.305617949865391,-0.412796801526371,-0.0336411498132087,-0.202434468883018,-0.26815954478947
0,-0.360388150647923,-0.396185333203949,0.0312065079632707,-0.275347063058276,-0.254778308535052
0,-0.294018511083889,-0.369240433548085,-0.0177870142739345,-0.202417845928148,-0.236229566778282
0,-0.458376802981063,-0.33687897990845,0.0590562593368005,-0.0846151254072928,-0.248093842427545
0,-0.34849394884962,-0.419998604547583,-0.0252248640341179,-0.11688100694838,-0.256514246515151
0,-0.342041752463871,-0.343954897642114,0.0212566714289362,-0.192090272612565,-0.332488043078378
0,-0.490777896317474,-0.453641561469781,-0.0609077189717288,-0.214752894005761,-0.334387732234837
0,-0.406916238403628,-0.338098285101318,-0.0734991591495569,-0.327303157705033,-0.292485882819743
0,-0.339735148224844,-0.28209307152731,-0.000241094666908526,-0.255487151765275,-0.175347373569265
0,-0.158805788154737,-0.30351704387551,0.078261733055337,-0.0121617150943189,-0.163193515827984
0,-0.313123961387283,-0.480531787895476,0.0689451343770894,-0.102510336090301,-0.206892931232813
0,-0.266126561202532,-0.296856488364442,0.106851374051741,-0.0612801354996278,-0.138539607462505
0,-0.388211273766894,-0.549531627870191,-0.102964013565816,-0.259479201118357,-0.354936766202049
0,-0.323414755914834,-0.718689335742597,-0.076576316678225,-0.299517806440887,-0.215628856406053
0,-0.376781437723234,-0.601926445253086,-0.0852895238190637,-0.290736386791378,-0.307941757935665
0,-0.420064816172547,-0.625653704470155,-0.141578151910273,-0.261059418276279,-0.282699356670086
0,-0.237352319247621,-0.66053264141074,0.00626894328361502,-0.139847667435232,-0.249733943710371
0,-0.287333888743683,-0.51385997531442,0.109755007620549,-0.146540715663931,-0.221861777419982
0,-0.481049186989955,-0.786771694440101,-0.0662848066925122,-0.168437882378648,-0.3265455462172
0,-0.426431757654902,-0.581448010038794,-0.181664963854256,-0.294492480984044,-0.283475906702153
0,-0.426476187367269,-0.417470564363546,-0.0281562599929374,-0.319199061766176,-0.225780885117158
0,-0.346434401162531,-0.554472991668562,-0.0960882258749858,-0.244276739955642,-0.304856134412687
0,-0.318431868049162,-0.408483049215297,-0.0721091986397642,-0.220980873486565,-0.292398904526665
0,-0.359430111457436,-0.480051778950189,-0.0500813476457812,-0.323725306399621,-0.303960645938792
0,-0.375990550988013,-0.502671601925976,-0.103330847497242,-0.340349729341999,-0.325963902269817
0,-0.287232347386135,-0.453101376744003,-0.0461695144840031,-0.201199501415381,-0.238750488807414
0,-0.445585071734968,-0.704185784830964,-0.0795645801113058,-0.268946051822525,-0.368079698090254
0,-0.517555922512267,-0.618554181542754,-0.12174370861651,-0.227740313552664,-0.387778696845576
0,-0.456776547366224,-0.589487160407681,-0.168148443521534,-0.272293316687598,-0.308056119581525
0,-0.523789756922222,-0.554106410536249,-0.0807564742286156,-0.254874821026204,-0.267236390346525
0,-0.495815654886652,-0.283821136584861,-0.166321784778004,-0.328912835102903,-0.358874388051805
0,-0.325507572106126,-0.448782156852754,-0.0333180082680501,-0.206084384738179,-0.219310364240832
0,-0.490466033385573,-0.475838667254409,-0.282964617816699,-0.3731379942685,-0.275763986117018
0,-0.562306295413599,-0.617824689025664,-0.208612609402035,-0.455611205899402,-0.310738404597629
0,-0.447062084348972,-0.390234401811074,-0.184674146564378,-0.311249034815486,-0.29261414739576
0,-0.515076184053653,-0.574992063049957,-0.0635630828517324,-0.238238451500516,-0.460480566968216
0,-0.444242850281694,-0.438827778946699,-0.0963895365066881,-0.20343742551937,-0.327033248809889
0,-0.512315633599811,-0.543032449507013,-0.106102468595539,-0.305451004450119,-0.441301623608848
0,-0.499360297727781,-0.615112597012846,-0.150672647397564,-0.300184795028647,-0.54510052625626
0,-0.324584727469413,-0.449147741024554,-0.0997420555636544,-0.25368834924954,-0.278387465388796
0,-0.357992304050424,-0.492705514956565,0.0419143954355602,-0.160742160571716,-0.34570897769697
0,-0.341377341279867,-0.272289312637845,0.12945575878835,-0.0530244364897965,-0.160109555810121
0,-0.385773851658137,-0.483916627470966,-0.0663515626713546,-0.274318627896027,-0.256040060771105
0,-0.369215042748263,-0.466858320840127,-0.13115671966748,-0.297330005360003,-0.295232916772528
0,-0.213786431347693,-0.426449287997688,0.0404444550627935,-0.052771426382145,-0.261110023214289
0,-0.264993976423544,-0.401256485813247,-0.0225552386663608,-0.172396261079504,-0.204010729768074
0,-0.310702851508384,-0.358878572171505,-0.0328687079827174,-0.209922397529374,-0.25628824431409
0,-0.44248209151676,-0.354771733626436,0.0112626660003048,-0.162727944350722,-0.34008590733423
0,-0.296722538656736,-0.469252492470203,0.0567682449927575,-0.158468574461054,-0.284761461552754
0,-0.288454267947897,-0.48213003240318,-0.0927840036706434,-0.19585041526034,-0.224027659216004
0,-0.353865242709147,-0.496594981322761,-0.0890201975953842,-0.169469635649594,-0.277969430571331
0,-0.431692187434521,-0.486284192421642,-0.135123010487431,-0.277135188185985,-0.334615459458314
0,-0.500640409209363,-0.636161008935998,-0.0832876289563928,-0.29608894960563,-0.320967937852879
0,-0.549486678889959,-0.686457015188409,-0.104979852515826,-0.218872518310666,-0.451077447083284
0,-0.373930598369025,-0.327557728364417,-0.094435996889916,-0.219643462607883,-0.191376395717048
0,-0.498955869094829,-0.29645073215866,-0.0602267178896918,-0.347206720232298,-0.389769481759091
0,-0.394684917906785,-0.281097654262773,-0.0194918739160983,-0.189519763626845,-0.335730512319359
0,-0.477051541915266,-0.596614709495245,-0.11432806916679,-0.339794897368501,-0.335323330305257
0,-0.465443674484099,-0.679673314572419,-0.190774760542458,-0.302976195840539,-0.458820426284723
0,-0.548832533351409,-0.571437235528283,-0.188171145213943,-0.360597862521404,-0.588937072984966
0,-0.533860938030809,-0.527372345888022,-0.274432634026088,-0.346618705190811,-0.442464610248772
0,-0.479537657030666,-0.511313283726661,-0.150499862432116,-0.39305369276659,-0.333742570549373
0,-0.430137576913591,-0.564580622812427,-0.105333590801937,-0.319043109188015,-0.368764284432593
0,-0.376936190365385,-0.415749515223355,-0.0695771202355178,-0.248312309638219,-0.307767806018419
0,-0.365782021984682,-0.409134615323481,-0.0675659392509357,-0.197650251280811,-0.311223033334793
0,-0.335222637620678,-0.344809667036234,0.0337327771709704,-0.174851200383213,-0.267660509535108
0,-0.455304112521027,-0.594318561512368,-0.0954699845370679,-0.297093005354861,-0.280306130866966
0,-0.34130950415251,-0.421425184850552,-0.105773684546501,-0.155791890063295,-0.373614283777894
0,-0.330683893884865,-0.49477553702088,0.0180281746669006,-0.215305094098583,-0.270393410845602
0,-0.453871135305709,-0.549820240050646,-0.0866035201902225,-0.232844410337125,-0.226233203131362
0,-0.404886803318393,-0.439072205338749,-0.104036087235287,-0.230249731989499,-0.210660079106594
0,-0.397456195699761,-0.341344878870047,-0.0415260799517507,-0.237080556795164,-0.308180203839721
0,-0.558835931344897,-0.657627945853023,-0.227178585347117,-0.34187983036576,-0.488990297005935
0,-0.568163317455626,-0.56920613991245,-0.0716362939338966,-0.37672191857282,-0.478723811796617
0,-0.402188286247481,-0.504092302626803,0.0617854328907029,-0.110042621008,-0.327626553157462
0,-0.283645700784272,-0.415247023453417,-0.0837856596557566,-0.246294339521287,-0.238802337336429
0,-0.393165824588611,-0.45913413095022,0.101398839378597,-0.137516355637484,-0.387797996577936
0,-0.409983156313305,-0.573825826527931,-0.128918098528935,-0.206144130610337,-0.351329600506007
0,-0.465425905071545,-0.536153417313684,-0.104585178083563,-0.218969681336251,-0.330560498428995
0,-0.234819281947101,-0.589734204984804,0.0449452617009286,-0.208851052423115,-0.319484051824787
0,-0.333209341655906,-0.503607765085902,-0.0202751432311513,-0.233283027246014,-0.337432511312815
0,-0.460298207267964,-0.656935717228564,-0.248019264301046,-0.254318414948877,-0.41585910708524
0,-0.514852022630348,-0.442353590680175,-0.12405642302249,-0.378773575678337,-0.305033557732248
0,-0.517853597633986,-0.572887006943176,-0.125190802120251,-0.321763264875013,-0.353808368833
0,-0.378823973805436,-0.446213512932471,-0.112682448405487,-0.222229060151011,-0.252822105767139
0,-0.361395928899245,-0.447272570997151,-0.166960050348497,-0.260824114361277,-0.164610519124968
0,-0.317825986225804,-0.452696677217899,-0.0506438776631903,-0.277445648577246,-0.255969522087174
0,-0.340779724360266,-0.468529444135556,-0.0892920374524528,-0.340832770887435,-0.318836843308502
0,-0.376964876476924,-0.471932872235038,-0.118777249141595,-0.306439513540383,-0.27353443122587
0,-0.360941787603383,-0.434357912338288,-0.0791324109968811,-0.227180200499576,-0.279004287270269
0,-0.335195597057206,-0.458051764790125,-0.0664525719826434,-0.241330634245777,-0.213101060843417
0,-0.381313477445889,-0.417903831852166,-0.0927965445885332,-0.232149747214231,-0.260514558200104
0,-0.357514888985525,-0.343947066623765,-0.0154661540796028,-0.18230678095779,-0.28027618290423
0,-0.436886927909911,-0.472946896958504,-0.0916900025005497,-0.27819527961607,-0.30805363660742
0,-0.424416560147273,-0.567146253652631,-0.187033220199732,-0.343011876898345,-0.386198542985661
0,-0.422817763639937,-0.576666300143487,-0.141763947768426,-0.318344881511201,-0.373576697499985
0,-0.296740979242293,-0.4772850282314,0.0218276919645829,-0.137277376331062,-0.239453138160345
0,-0.328766202967003,-0.437457292732747,-0.0348476809241347,-0.149488397172132,-0.317127617724378
0,-0.310516693349583,-0.441343494477425,-0.0858115974267791,-0.224276467245511,-0.265697921870265
0,-0.178142178862625,-0.429527703867817,0.044097406873741,-0.160155180895471,-0.238622999202678
0,-0.340672880899218,-0.421824693027228,-0.136412336715938,-0.230868744741053,-0.244558457979879
0,-0.397640305299056,-0.316771228850694,-0.0697602510052513,-0.117214483600082,-0.268143720776832
0,-0.537372222444832,-0.422965105591995,-0.0935557062002277,-0.268161182306185,-0.230012898245236
0,-0.454345936758013,-0.489630685137025,-0.12111718987969,-0.36595052119834,-0.18122030355239
0,-0.373846002775226,-0.539174216631068,0.0096270647226585,-0.0995967468832246,-0.390928585476375
0,-0.41553492576968,-0.533828025417355,-0.156923728948149,-0.199359993666578,-0.216682806434181
0,-0.497381454957243,-0.439355896471429,-0.0470039481233669,-0.252827490331927,-0.307170145581364
0,-0.487310858490971,-0.453025382300919,-0.0354735759941033,-0.253842473820846,-0.351977456382627
0,-0.5655433089683,-0.391148684908955,0.0423799881574754,-0.0706587018089935,-0.196447100671097
0,-0.565864068102074,-0.597495817299213,-0.118739469405857,-0.355842546533996,-0.343833078225704
0,-0.63648461877238,-0.600765123699187,-0.193303214393271,-0.431371658900595,-0.496454988060475
0,-0.496660250486134,-0.487497764997444,-0.262036899009901,-0.320347577642609,-0.396170158631292
0,-0.617094370122263,-0.489581285431845,-0.213892924284526,-0.276174856846585,-0.337590495691532
0,-0.726541999342944,-0.667655548543672,-0.249244340067959,-0.412637967733677,-0.443026062496986
0,-0.572274175199124,-0.628247150666077,-0.199420888130675,-0.369005714932777,-0.392004225907736
0,-0.6023657037492,-0.448891952051355,-0.146326761953329,-0.306753226776516,-0.529135837348347
0,-0.47906630753767,-0.458350904139388,-0.110982337361214,-0.299374503385376,-0.366376043269764
0,-0.442850464549643,-0.394588583061106,-0.128650028940473,-0.308790371144532,-0.29094784745595
0,-0.333465079627328,-0.478458053966215,-0.154434873765386,-0.346908491052194,-0.262809634018097
0,-0.28817239373538,-0.47747128874933,-0.0200419565744183,-0.279190109013804,-0.231287211911781
0,-0.361546398451637,-0.340516049935821,0.0069042054769451,-0.163369041746325,-0.31289331774447
0,-0.293869674244451,-0.433248767552946,0.00650305926608874,-0.256336708021159,-0.231093463089791
0,-0.339495544113987,-0.472967268693354,0.064270109521664,-0.185439365932389,-0.217189766616957
0,-0.442583132573356,-0.341496166772504,-0.0359702136454715,-0.214473510315403,-0.268740947487995
0,-0.34917008952313,-0.436471897888222,-0.0301496325182095,-0.115250925109009,-0.1633811895443
