"Placebo","Budesonide","Budesonide+Formoterol","Fluticasone","Fluticasone+Salmeterol","Formoterol","Salmeterol","Tiotropium"
0,-0.0289314418735812,-0.192683079541879,0.0277571194106529,-0.177979841301137,-0.00722791386748138,-0.147439028570949,-0.305440963574943
0,-0.134580051986142,-0.270892270141131,-0.0234399117461787,-0.143823364512044,0.0386388568610281,-0.134030804708918,-0.213452345087496
0,-0.170115673312059,-0.323713331357622,0.00708599901293495,-0.20876541242024,0.124792548036159,-0.0875511666494231,-0.326342379650166
0,-0.0926391161891438,-0.350327891740541,-0.0617594897450573,-0.161051890473662,0.159119809931638,-0.0867956293057452,-0.248347697613083
0,-0.333833919162082,-0.563072096214656,0.00389982523286445,-0.210928684273066,0.0506972260694317,-0.145063529804348,-0.3382919355561
0,-0.325594741830564,-0.454231672781234,-0.0165632325992852,-0.101084518759387,0.134889611220471,-0.0762329465934634,-0.26878102918527
0,-0.328040609135396,-0.425974503361705,-0.0597737106329156,-0.176599890038242,0.175279886490603,-0.118724608050802,-0.238616772257041
0,-0.245031158580969,-0.547115099435305,-0.0730680571171387,-0.187782700301022,0.27505025604256,-0.0349507353840667,-0.3729701981239
0,-0.140869734550369,-0.492675043913278,-0.0811573076304379,-0.20700453841713,0.0351093595073119,-0.089312777090697,-0.365841211945476
0,-0.220907729468591,-0.305917423586322,-0.0635566711880976,-0.213428816310475,0.0853157495388871,-0.0962516352277655,-0.203381471813751
0,-0.233789091966342,-0.60974466381314,-0.178088872755696,-0.0731724261310678,0.0860086324728073,-0.122884903741615,-0.343808943124316
0,-0.344846111012588,-0.629394201996514,-0.126848288259832,-0.179920625431931,0.169924726056425,-0.15010138348602,-0.283322590862885
0,-0.213083027698622,-0.126251875787011,-0.091311858455328,-0.344387438518973,0.232509445247584,-0.206090550866613,-0.39577291715084
0,-0.615798229943874,-0.489069661870522,-0.0579301737162284,-0.323758257561869,-0.135756426527751,-0.277586134724824,-0.450638012516506
0,-0.28714065181351,-0.377405433767078,-0.236801221474323,-0.209917705150905,0.135742254065907,-0.23313076674311,-0.384341093897475
0,-0.243760534104623,-0.517860930349084,-0.233057910976441,-0.135769520537964,0.0588400772268154,-0.216529471312163,-0.272538093281913
0,0.00326575502282711,-0.623080155589475,-0.124819428748452,-0.271623751994584,0.0977404631449053,-0.198397065489505,-0.342859326305787
0,-0.525238891548711,-0.597193569086471,-0.0463811024583922,-0.0786937402393083,-0.0537111070257122,-0.29140677192265,-0.296821623492946
0,-0.299678272206399,-0.512222670410198,-0.0374262960476073,-0.176973586622219,0.00921366063813184,-0.290081546105092,-0.282207698563244
0,0.0372032705859814,-0.547707136452014,-0.170208329631085,-0.287962509976475,-0.0572506042026042,-0.283918480793164,-0.430926423005133
0,0.160517017749107,-0.42746144487959,-0.170123102550437,-0.204858908242562,-0.039971377824592,-0.255216512942218,-0.4972058907722
0,-0.176193195649965,-0.275811130744657,-0.144878555596941,-0.169684405759077,-0.138267855726728,-0.265228265731785,-0.337891294766099
0,-0.144395682192896,-0.308930096344384,-0.0925077589588118,-0.104694055360053,-0.118683966112465,-0.210075628586602,-0.338529018309473
0,-0.240840048994001,-0.29502848416819,-0.116701826349321,-0.181652262809338,-0.144988768748467,-0.225587463619712,-0.334257023189739
0,-0.17580322482989,-0.404770277178224,-0.0955825269816242,-0.118184878283765,-0.100871576216575,-0.207829423451114,-0.345617563808058
0,-0.196994927934236,-0.357087332206514,-0.100063801926284,-0.0949150568635802,-0.105894910540706,-0.171596817666832,-0.375850889749342
0,-0.189011849916658,-0.340915105276962,-0.138496641954311,-0.157962275393454,-0.0983126396690315,-0.167079452235627,-0.402170398392822
0,-0.258192704017564,-0.332733739270261,-0.203094714231404,-0.211802250320928,-0.15544532624407,-0.193490112477217,-0.39615700023482
0,-0.214296621882908,-0.356667742942135,-0.187068064983863,-0.21682940096389,-0.130159675365042,-0.161150036400079,-0.369152609609863
0,-0.154973313267599,-0.474077781365771,-0.17148157728708,-0.23191687036213,-0.0538559158271231,-0.146507368916615,-0.385702757793669
0,-0.124391456053225,-0.430550655532334,-0.150899289731354,-0.217590277070738,-0.0257076338296948,-0.141906949121078,-0.37508629694786
0,-0.138651117601125,-0.375235292220857,-0.120087120380883,-0.227315890053586,-0.0432857270750666,-0.151894161638079,-0.390684213149162
0,-0.191916691538654,-0.365981856384129,-0.100723147746238,-0.246189308859188,-0.0359969694821652,-0.182632541536247,-0.386204673239318
0,-0.283418395860025,-0.444298823007163,-0.115872869966918,-0.304284869806741,-0.0911646403723935,-0.16814121859859,-0.392429730020568
0,-0.304025843623964,-0.305093364967696,-0.108433072225043,-0.261943537904004,-0.0824141402889191,-0.172661445447893,-0.384340113352018
0,-0.175029242870894,-0.259986972965372,-0.0687111763537465,-0.259655459801619,-0.0789152802527957,-0.204033457322093,-0.388495117015599
0,-0.177879057316911,-0.281469345265955,-0.15494927553654,-0.319850256976193,-0.0922965640261406,-0.196261736025573,-0.468460335869841
0,-0.210471056237434,-0.219475517642501,-0.245232286543028,-0.326803696728296,-0.0498173721057377,-0.154024676537041,-0.425315957404194
0,-0.294790418106382,-0.379280113286711,-0.15479225592268,-0.342023898916964,0.00103871690632335,-0.179773766263478,-0.417447101382323
0,-0.217627498523836,-0.376210775827628,-0.112945101986105,-0.39633746685787,0.076168571132121,-0.189713800610454,-0.405893470353992
0,-0.292837260090891,-0.287534170871746,-0.112883345188277,-0.352676419044788,0.0190835105808915,-0.178221243006989,-0.399211955649052
0,-0.269843154889251,-0.266595215799278,-0.162599933027238,-0.345141297287923,0.185576273778099,-0.187162804065114,-0.362615274190464
0,-0.183053727753512,-0.192304570797892,-0.14915242096181,-0.347574171858448,0.236309174305229,-0.184830504573332,-0.355713435664476
0,-0.202512316139513,-0.196460851603328,-0.169084442412016,-0.381724236399221,0.183569781915709,-0.166163348837433,-0.329230879096341
0,-0.164899190667048,-0.213917050168785,-0.168844926266671,-0.375038042015464,0.214579197683072,-0.1804717917506,-0.296564892402372
0,-0.159933549864848,-0.149828485853767,-0.180450143263804,-0.343964775880146,0.213605769360982,-0.170210379697074,-0.293620948046642
0,-0.159325258393201,-0.159965987339409,-0.16888367582186,-0.308229435282114,0.222645825646085,-0.15780522766733,-0.258317389902151
0,-0.115126237436604,-0.132321040519299,-0.169766967736229,-0.322622430724419,0.243534815601297,-0.171072995840808,-0.274083797082565
0,-0.0908360290717571,-0.136876264915075,-0.17760681598104,-0.327315141471042,0.247185447312313,-0.170522228805641,-0.248546708970539
0,-0.0775097990945872,-0.106509756497853,-0.179705155656245,-0.298210699398472,0.219504472563971,-0.172833154267336,-0.247801934708096
0,-0.0608867246535502,-0.09723637865237,-0.163157841882456,-0.33027017241089,0.2248072450612,-0.176420772724632,-0.266835065542374
0,-0.0418384612679,-0.162011175789271,-0.135089764212563,-0.306819000322872,0.188696405819195,-0.155100278955715,-0.261442969156254
0,-0.138154951248712,-0.262024613847711,-0.172192236215386,-0.339439247001578,0.119021953788887,-0.134877643235854,-0.249772392038951
0,-0.134663480437789,-0.210751545137804,-0.172263756268174,-0.338698818508476,0.135391568860065,-0.13108942585332,-0.247522406223895
0,-0.172574243283502,-0.313973119916663,-0.188693672722249,-0.334176841703105,0.135760377855569,-0.138001208672259,-0.245350672840109
0,-0.211365688380546,-0.306024457574798,-0.205204528646629,-0.326716454334213,0.0824265159507774,-0.133081432971927,-0.268779201026411
0,-0.264049242970134,-0.263908610351281,-0.167841828166132,-0.307736226613963,0.0713345658925946,-0.14478551545172,-0.251149081871177
0,-0.30959177276809,-0.206510394460674,-0.171655958837214,-0.31128199394192,0.0490019425807859,-0.157533475726892,-0.250767354132753
0,-0.279292147539397,-0.188772796040594,-0.181842676999358,-0.326215979152226,0.0266321953605245,-0.168044933904761,-0.251380960029804
0,-0.206280245602841,-0.170766594388527,-0.150033075036891,-0.336770771348065,0.0445508260795626,-0.191700232939742,-0.258641500412585
0,-0.21196080424566,-0.222301977294501,-0.180333950912545,-0.321174445165968,0.0536418806288208,-0.18562141392644,-0.26281077114136
0,-0.282705515730722,-0.213967639195761,-0.155084861062421,-0.343356664633131,0.0328200612928201,-0.178049839581165,-0.290492753999563
0,-0.233363625360309,-0.179522421192896,-0.118787576725453,-0.339318184136957,0.0264927193019635,-0.18456308074388,-0.300929393624956
0,-0.311510455311198,-0.26141614586887,-0.14531448302627,-0.339968940717181,-0.0235961056996127,-0.187965047893311,-0.310127256679991
0,-0.357443168240513,-0.299729369406148,-0.22856710946488,-0.360053285856743,-0.0396242014184053,-0.204815837274301,-0.297770431324303
0,-0.341532575600854,-0.420393755699899,-0.197254172781131,-0.379225051323201,-0.0575085364866049,-0.183942048494105,-0.283985684196077
0,-0.24044096696716,-0.408657913603169,-0.133072312062327,-0.339826924539547,-0.0628297779361731,-0.13405171786876,-0.340060163430634
0,-0.310512333184934,-0.269847919183016,-0.154274371857216,-0.347243656770653,-0.0803863715913821,-0.173357955816676,-0.307767259017508
0,-0.313210920470077,-0.408022250985679,-0.230545044131335,-0.365197758662765,0.0598312845108312,-0.157570997924303,-0.350897412011089
0,-0.41232863054642,-0.559739532178657,-0.163371968878479,-0.324039025472007,0.0354740009918456,-0.201153778106489,-0.376245585225921
0,-0.357459768160111,-0.635208011116274,-0.148540856197008,-0.406104408917813,-0.00537222188127374,-0.246018265696783,-0.385947496244389
0,-0.543921890391894,-0.436636354668647,-0.133015448872575,-0.318135298536771,-0.0166593214950357,-0.198521690757651,-0.332896131355827
0,-0.30775758712461,-0.604501129788125,-0.106840214704893,-0.241250340936461,-0.0754898497331853,-0.196476027772206,-0.323526107557655
0,-0.235319267987135,-0.578700693637378,-0.109231408797287,-0.220491508936582,-0.0870927121718152,-0.205915001200299,-0.310681455043797
0,-0.289484129821457,-0.505683853779403,-0.0573685840014703,-0.228626690082644,-0.0390307676740856,-0.192708301217617,-0.291008520219065
0,-0.394342483348047,-0.653516988969725,-0.0890998894184453,-0.257608649472947,-0.0285395995806178,-0.182126143175361,-0.298708268605539
0,-0.224263799730897,-0.622144990150612,-0.156172065217883,-0.29009761449532,-0.121099398559855,-0.202436953618734,-0.296113985929138
0,-0.142653446256326,-0.427958392139412,-0.213214679380203,-0.338966941163379,-0.104477002262145,-0.223405973996708,-0.32603570154044
0,-0.0984473639823965,-0.287797262073289,-0.109934403895741,-0.257596851351135,-0.0874768947786743,-0.235818322977763,-0.296417495029523
0,-0.179620936773087,-0.318367337546901,-0.177590975013789,-0.294154146243472,-0.034257641231273,-0.218948592688642,-0.342164220683509
0,-0.0265106891760858,-0.309488178870843,-0.155181532567444,-0.234333849692967,0.137088735160971,-0.172930110810015,-0.308790294632258
0,-0.00387309393898089,-0.235063979557073,-0.177216827771911,-0.327343314135967,0.110452691498674,-0.177884769910972,-0.31789008119859
0,-0.0383182827218966,-0.214573397679303,-0.220162511062886,-0.368362336231409,0.123040926708359,-0.201241189699133,-0.259813795462872
0,-0.103203821552423,-0.210718647645515,-0.143389916307502,-0.313717309650356,0.0915779713308564,-0.201877590830817,-0.262095007736418
0,-0.133473185824985,-0.116869772835858,-0.185482936721435,-0.293013529708499,0.0508999902456542,-0.193732042621975,-0.283137037900294
0,-0.0857185595803073,-0.184733366215061,-0.157735314852081,-0.380950573692076,0.156597700149734,-0.189048580099438,-0.280964993023653
0,-0.240326378862941,-0.373475911842397,-0.225320366685175,-0.335660224562969,0.137229341522201,-0.223053111615189,-0.380226695641334
0,-0.273821739234589,-0.193548262427236,-0.226200916480485,-0.359143479485338,0.083941950009956,-0.219256022150751,-0.364641914344714
0,-0.215612316690538,-0.321731474625714,-0.20920984774912,-0.374898693157875,0.125151384910105,-0.198422949962523,-0.347441695193019
0,-0.315202655722517,-0.332597200163648,-0.179599122717759,-0.353627076545636,-0.0293240047465663,-0.208409641809632,-0.276571993219698
0,-0.428839052907859,-0.257778666552574,-0.180565986391606,-0.352901765326905,0.136731444642467,-0.23527920802706,-0.26225146378132
0,-0.2493244194439,-0.358698603105425,-0.170112486274378,-0.326110804994466,0.0786842948048123,-0.265009180961372,-0.272467013756427
0,0.133028151482732,-0.456790817515352,-0.281435857032611,-0.336519316230462,-0.0117346744098292,-0.369869582238769,-0.235937105894248
0,0.0383230101004628,-0.328858769951923,-0.116592335924543,-0.324423447027699,0.0642133508482887,-0.267621260272228,-0.275989885288326
0,0.0362816171383628,-0.387956231223693,-0.274725972896853,-0.474703473863395,-0.0583551647449354,-0.40607770522914,-0.377330215435073
0,0.0752319109945153,-0.463455464843556,-0.0424931266080987,-0.278954301371663,0.116261354762398,-0.386685757219287,-0.3614201723498
0,0.187599256889686,-0.360578725444163,-0.0724574762530596,-0.305487793575347,0.157983291835564,-0.317682365762964,-0.252114521478967
0,0.0677016280345951,-0.319241463959517,-0.185448189195786,-0.3874716087657,-0.0589319043648996,-0.272444388642819,-0.362491427118742
0,-0.00430473310585122,-0.536175699169193,-0.14521363254063,-0.38428013045275,0.090497731951595,-0.275604315194561,-0.314031640467415
0,-0.323397515739249,-0.244572832404135,-0.192314792483076,-0.292384552614358,-0.0089238582184971,-0.241594322266448,-0.441432329271918
0,-0.0540072068124589,-0.0364662678284358,-0.261956169615485,-0.313879477515185,0.176818820023359,-0.206908977802061,-0.3922967848775
0,-0.452659516426916,-0.334463328111244,-0.168058118507609,-0.363240988917464,0.0664254917765704,-0.250376346041521,-0.374179229098352
0,-0.244890204159266,-0.494309177527494,-0.167295975809633,-0.47097599945385,-0.143316146310154,-0.37897834125144,-0.463106376342053
0,-0.233145660788439,-0.251539061868659,-0.165057432912197,-0.378066234677277,-0.0366164565684096,-0.359080083131943,-0.492703972022546
0,-0.226601733444129,0.0626168515163091,-0.152676507575684,-0.431102276423289,-0.12284642071999,-0.239168680078244,-0.371504830201467
0,-0.0614634304878023,-0.0203620133446197,-0.106645196955822,-0.285387102528725,0.0987211933389632,-0.190978768447338,-0.463992168549812
0,-0.146022309612104,-0.329368510232386,-0.0990897313251426,-0.444652444949459,-0.0903842501805694,-0.251456052195397,-0.496631999224732
0,-0.254593903840491,-0.492714280062065,-0.144974949804704,-0.493303649080822,-0.12270655536171,-0.274440773987367,-0.48583360776254
0,-0.182052825502678,-0.577884775947661,-0.122641402946232,-0.415786457447869,-0.0490122252029194,-0.28701018431088,-0.500779040766447
0,-0.241544015200527,-0.593499246467342,-0.135628854967046,-0.308672576859272,-0.0738209695423019,-0.331176116297538,-0.544024855542278
0,-0.313808985927084,-0.56598915067583,-0.236797320799945,-0.378644130663019,0.00458983554436584,-0.350028063552533,-0.488904346964976
0,-0.410526734527439,-0.613597649630849,-0.298951245557156,-0.4277066719371,-0.0117556766072194,-0.273398107061983,-0.444042156602712
0,-0.360249790304397,-0.340731991018458,-0.209129953341851,-0.411754645296552,-0.163975074774193,-0.278009752618033,-0.460823810876579
0,-0.306950019924525,-0.448627996513834,-0.266069310243378,-0.46001161513244,-0.244618087616135,-0.303982404812667,-0.467477657290295
0,-0.317841447560104,-0.396324107892725,-0.395437131437009,-0.358704454546567,-0.238476747709011,-0.338088747015733,-0.408005326670445
0,-0.40713568818031,-0.307330023945972,-0.382520005982613,-0.409823498672309,-0.226631882020822,-0.357776887212711,-0.376213398587668
0,-0.360211150255046,-0.435605034116647,-0.339152604048437,-0.415435156718538,-0.200190195389423,-0.365246385460322,-0.414967067160982
0,-0.564858188144993,-0.444806062958349,-0.35272294011208,-0.344969286954132,-0.250539352101909,-0.262615971170538,-0.384568707574907
0,-0.271466285688959,-0.551188747897666,-0.294443531846576,-0.529663717651633,-0.23623920171728,-0.328790853502871,-0.442896156115038
0,-0.294871912225033,-0.514110708230049,-0.208876491293934,-0.41047416034956,-0.169006850178851,-0.300687377978565,-0.451405032182754
0,-0.366762398949785,-0.590609187925891,-0.230450089284138,-0.324617170927799,-0.161379895278673,-0.258454546369842,-0.40381427330302
0,-0.35781286593522,-0.587902777269071,-0.21330532844015,-0.323116108391198,0.00165523381833224,-0.202869779294004,-0.432372836448223
0,-0.209163566993676,-0.436987522686639,-0.229597203666514,-0.369258282387566,0.0605410052885282,-0.199949473188268,-0.40758255683979
0,0.0240670794339867,-0.528454476915341,-0.193040363077372,-0.295417060757768,0.0695750821335884,-0.201119817306553,-0.328712687447257
0,-0.0841427770532802,-0.448063747533995,-0.193409517451583,-0.324675461002177,0.0631940708085247,-0.239272169591612,-0.289137327462031
0,-0.106810001558236,-0.517538391422239,-0.0795469719015049,-0.340242306567497,0.0810218734399629,-0.26716780298414,-0.318641377421408
0,-0.108739153952038,-0.62519083620982,-0.112490906280931,-0.387788853849632,0.0716352826118917,-0.191577331833233,-0.345752473787466
0,-0.0925711300668353,-0.483884020408449,-0.144735124620244,-0.342412460384843,0.196135111046717,-0.216655900841501,-0.30684347074534
0,-0.0456436580275273,-0.604982038541564,-0.100839618637527,-0.282159913445718,0.0916103624253592,-0.164336531663379,-0.325885569563954
0,-0.0648241142737972,-0.492150088838296,-0.113784046565002,-0.357031036677882,0.0725211539485706,-0.223731452010963,-0.406342161038892
0,-0.0174932221675016,-0.684414710284545,-0.0690089093016629,-0.360846814064371,0.0531045251080174,-0.308278481411997,-0.421875995149453
0,-0.017348476387019,-0.582808360846598,-0.169284547953078,-0.342407188732031,0.119855451940877,-0.290980849058697,-0.414933058391566
0,0.0418087094724575,-0.454485483294367,-0.149882460254766,-0.307216927040901,0.14882009679719,-0.273243209194062,-0.417530174549335
0,-0.197153299350797,-0.554184584612439,-0.201593886450934,-0.350879771996968,-0.0398083975409083,-0.254949449961952,-0.402296311354391
0,-0.398004441895031,-0.812232788367144,-0.250749044246401,-0.355933736225411,0.00596145351665868,-0.303242318800408,-0.382557407689281
0,-0.173841643504964,-0.511449098591095,-0.216116330470557,-0.255661173955191,0.0317406963010415,-0.261362868787436,-0.32775882494035
0,-0.162431316399065,-0.62734203045807,-0.272994087180324,-0.318433651020203,0.0613209201786283,-0.293576968667492,-0.366977712788652
0,-0.255575291649253,-0.510469056971688,-0.265125310237599,-0.371355372798937,0.0868401063783373,-0.279044642211496,-0.449445808715575
0,-0.328356296065997,-0.520731492010683,-0.323094053175587,-0.311958924597764,-0.0860506573615917,-0.229367126440655,-0.377173276952631
0,-0.371757118329838,-0.600341366431618,-0.245778213191148,-0.316006521702892,-0.14497092349726,-0.229342924872984,-0.355062020853307
0,-0.310182468953486,-0.63324967116126,-0.251005636187784,-0.315594500153858,-0.121185494191548,-0.27843894817909,-0.405931375628195
0,-0.271846599353405,-0.507113269984892,-0.21029270348273,-0.367268588759878,-0.0823471699431001,-0.243534546250146,-0.377923091696572
0,-0.291315992220559,-0.51182749758453,-0.178856091064806,-0.361969110102126,-0.0196004114222562,-0.246961569418717,-0.360487016252415
0,-0.373913116738611,-0.400548381358449,-0.175216367387407,-0.288579994062891,0.0127814941440202,-0.235022387838662,-0.367602621383008
0,-0.463163463172082,-0.348905394155721,-0.177926626043182,-0.270997403158911,-0.0356532512614984,-0.235626344480631,-0.337636574137187
0,-0.35760188071949,-0.382295124882853,-0.157605207791188,-0.287130282225926,-0.0245813920049895,-0.239153634295292,-0.367758372630077
0,-0.449098927656665,-0.427494512947741,-0.20089134927475,-0.314254121186723,-0.0817801981634622,-0.270058201340498,-0.378487606127904
0,-0.425928273113957,-0.508611491485479,-0.207433508825719,-0.294930121785465,0.0314219384537821,-0.253799789127126,-0.312962783281102
0,-0.253938669404665,-0.559105543049395,-0.247913234009092,-0.323683364224604,0.0656427077785366,-0.240266667754474,-0.316773842604984
0,-0.143055874378239,-0.516748212597601,-0.239350968024305,-0.294985594934067,0.0670620313023396,-0.237699360317083,-0.259543117300492
0,-0.107805561891395,-0.534084529447805,-0.207366326684549,-0.326704882856957,0.0632360691328233,-0.217417613517401,-0.25354263628902
0,-0.130077448096452,-0.617771004741676,-0.288333571359211,-0.35947061631181,-0.0718590639030014,-0.225349934290385,-0.307959517793867
0,-0.314641783496557,-0.534007764946278,-0.222193951583489,-0.33841399436797,-0.133122470917048,-0.205027940113207,-0.321791522917021
0,-0.327897217401573,-0.620782309605551,-0.203216847257593,-0.326018774456619,-0.1419871507459,-0.195739424133752,-0.263559507161886
0,-0.52148218404789,-0.806650016169316,-0.249452054463943,-0.372140608171148,-0.124898709802096,-0.24016960029357,-0.331474253414322
0,-0.538985626295071,-0.774668568497133,-0.252473831662037,-0.316793498994583,-0.0422556878176749,-0.201706703133267,-0.297918283646564
0,-0.66028805333876,-0.699327041526506,-0.204505244094797,-0.333925696182131,-0.0788686871192314,-0.246823628093964,-0.292060781106758
0,-0.759740789679277,-0.85882858955501,-0.215486031864388,-0.317009870663213,-0.212185551618256,-0.251822258927149,-0.316996342246073
0,-0.64121453896189,-0.836024631765148,-0.174670038133161,-0.306045289006047,-0.13491557587612,-0.203709102284642,-0.281776292646299
0,-0.40647061308087,-0.776136412249744,-0.199808439136834,-0.298743367459822,-0.106228345990406,-0.221369767866265,-0.354782580453995
0,-0.25366904853127,-0.598723049655838,-0.15449357162332,-0.308403818200679,-0.125167825006662,-0.169043785008838,-0.39507369751794
0,-0.315360681287518,-0.6448579844258,-0.208728377562126,-0.340281420704221,-0.168985374850992,-0.202920197022618,-0.325981143143246
0,-0.386312015454529,-0.590540700408066,-0.210370170302375,-0.350252342915184,-0.115528927871603,-0.226452322595532,-0.352050769678027
0,-0.27916387720826,-0.594198275965099,-0.272316187963382,-0.344655943350574,-0.0437261081307613,-0.230434126576323,-0.406595297172708
0,-0.174887093863001,-0.546154438580926,-0.252457095534385,-0.395661468202469,-0.0340853295265165,-0.265005792218478,-0.391543741901374
0,-0.209725815138115,-0.473379219802618,-0.262049120226385,-0.388532334046747,0.022917317667266,-0.278569605921908,-0.381111029953684
0,-0.189365228759393,-0.488357367531172,-0.272310082852625,-0.447789693595155,-0.0163602196665316,-0.268954872961327,-0.377066347370045
0,-0.294940354169045,-0.461788320229489,-0.262423797485179,-0.379796747330221,0.00839973059512444,-0.224203544951585,-0.284510569988545
