"SK","ASPAC","AtPA","Ret","SKtPA","Ten","tPA","UK"
0,0.148512610663383,-0.126829936156867,-0.201761381695371,0.0634568779305418,-0.0919272964197125,0.021121905356813,-0.170601259785755
0,0.10719329931698,-0.209650074257746,-0.216753592577946,0.0990836123958986,-0.0569792915241183,0.0810695354096299,-0.189428586690648
0,0.0626532115424625,-0.184312243169941,-0.195159509263986,0.027260425876399,-0.206085016824526,0.0874663582798671,-0.183085638323119
0,0.0511709769256984,-0.186795708897742,-0.199909513515494,-0.0147738688280792,-0.180520892400759,0.0738656963608942,-0.184272445901653
0,0.0428434452012243,-0.23126912161562,-0.200532248807911,-0.111180048920421,-0.282672390478287,0.101444716670028,-0.203895336893031
0,0.0409230275106816,-0.204576184361697,-0.192048762325825,-0.122859855504472,-0.0912799940707454,0.0430057178376669,-0.212592332183229
0,0.0556232431683272,-0.203169402214388,-0.13291326044169,-0.135601037742479,-0.121147647912866,0.0379071221027619,-0.226933157552034
0,0.0460751606221893,-0.143154446050352,-0.166613563102832,-0.110464833860054,-0.0680780387873832,0.0374318120541164,-0.234571699131651
0,0.0139007326177365,-0.152539992703334,-0.0992471186465142,-0.0481904479155785,-0.0806035487106227,0.052053071757607,-0.237183204949325
0,0.018932133438368,-0.102148671879648,-0.0615838657728133,0.00544486325843647,-0.106142930379649,0.0110129379396147,-0.2301682150727
0,0.0482982956454982,-0.0963920693881123,-0.111357833668649,-0.0239423875031553,-0.108274723284861,0.017990397787101,-0.255106419626773
0,0.055854592846601,-0.12853649004403,-0.0572325696428898,-0.0334164735685552,-0.131368576795037,0.0690366639691222,-0.30017058566916
0,0.0304718181700093,-0.12859481593484,-0.0343482264956543,-0.0272694213002091,-0.0976784726295067,0.0369028405630591,-0.320665735140257
0,0.0441849184117956,-0.128513393981949,0.0700188757687423,-0.0149022656899067,-0.109698784266343,0.0450075526548521,-0.33669497715915
0,0.0298235448179664,-0.0871650189143898,-0.0124132430528492,0.0463819316488184,-0.061089809220119,0.0484741383407329,-0.280132737823071
0,-0.00164934878091534,-0.106553328358495,0.0276028546208027,0.0339589870495715,-0.0953148830859724,0.0573228849076714,-0.258831731923579
0,0.00812315466629734,-0.213633346312886,-0.129559866199537,-6.05881871458777e-05,-0.240696783960317,0.0297927654845169,-0.304896446903203
0,0.0740925586125969,-0.212631710778319,-0.172979937221772,-0.100696482587756,-0.164514827313976,0.0409396897201304,-0.21985466712537
0,0.045041957323806,-0.240704184233222,-0.252621601103627,-0.137447040477265,-0.295213568906366,0.0150973631108325,-0.225284811153789
0,-0.00763443669820093,-0.268112734100545,-0.309615496654131,-0.0283657555129387,-0.256634276399909,0.059635373072556,-0.222747665832036
0,0.0681396911226983,-0.208187740559472,-0.12719446219135,-0.0557351775969101,-0.269552738431844,0.0937899269418218,-0.184211037954854
0,0.0755288731289131,-0.21739144428431,-0.143951029810971,-0.00851682253926428,-0.247977611348407,0.120371972012137,-0.17301585829531
0,0.0906431231599722,-0.182923328303886,-0.191287080938628,-0.0194994527595704,-0.179430456945941,0.0829200948328562,-0.167645001929122
0,0.0518247759942939,-0.189695244467126,-0.182161488877787,-0.0319720810187835,-0.10489667293803,0.0611985382859802,-0.20500041480719
0,0.0729796340078107,-0.176585322873595,-0.17799824849082,-0.0275952142958557,-0.203664483663173,0.0482460635953369,-0.220130459679843
0,0.119241342442671,-0.184162097584646,-0.233007738135249,-0.0277129313117844,-0.149346511293849,0.0484791729211016,-0.186277953156619
0,0.114712560575746,-0.173307477271801,-0.191157818049919,-0.0174757540873215,-0.155491090651342,0.0427316179182509,-0.184336572892411
0,0.102568873580656,-0.182525131530674,-0.229523473059713,-0.0093379873323641,-0.0942563991187277,0.0286323565261039,-0.218746902629462
0,0.110893602727094,-0.176644103118715,-0.217658533487591,0.00672099354138452,-0.100476766924326,0.0414989048499512,-0.2187835907165
0,0.160362968872495,-0.191281639382137,-0.193064581262736,0.0115579639143714,-0.161982922855832,0.0639043959137603,-0.174433927359947
0,0.100902740234912,-0.18259933704797,-0.177004052901438,0.0255959942614496,-0.143958728212176,0.0506341399328647,-0.184298928895094
0,0.0850566154858961,-0.24758304836821,-0.187590859400915,0.0394938623612394,-0.15056648081364,0.0496227979676056,-0.165872567795888
0,0.0648986101236355,-0.206842997465713,-0.183679949244379,0.0314287474524362,-0.0840271030769136,0.0524367855126255,-0.156610330304993
0,0.0489464388307126,-0.193001889161229,-0.186031816799652,0.00373449395573335,-0.107703263528893,0.0604692276103716,-0.169133518617882
0,0.0762839591163306,-0.20800448034188,-0.126253637606857,0.00929859227905806,-0.155623488651382,0.0488938089456135,-0.192911718114561
0,0.0758318176448065,-0.225689081945036,-0.0874026330043439,-0.0247429920453028,-0.194411606647837,0.0770503874001618,-0.221399398612158
0,0.0901027439861785,-0.227907094245731,-0.0643570393180377,-0.0550200990040772,-0.225746670048655,0.0764985959168093,-0.225966287912692
0,0.112983382916421,-0.218436739357371,-0.120602910280526,-0.0153915407396849,-0.304531586339084,0.108527403958849,-0.162480144816997
0,0.054705946628895,-0.250550301731986,-0.141909572492241,-0.154313285599635,-0.328750241995232,0.0339287678021082,-0.0755856066826527
0,-0.00379840529993229,-0.314638548761147,-0.27898398756065,-0.135033952711453,-0.215658977642537,-0.00753569959431569,-0.14853629614883
0,0.0733775200067617,-0.311544767590463,-0.357481461995699,-0.121780713626251,-0.212937869455441,-0.0310030882481566,-0.172834394687147
0,0.0762857659469251,-0.259213784742279,-0.241761301940437,-0.172477772576316,-0.138283847714375,-0.00565261368809635,-0.0791515261997472
0,0.0282182679298207,-0.239402543614048,-0.262534559187133,-0.226833795499475,-0.0169266934990059,0.0732709848002683,-0.159355132349264
0,0.104797619516671,-0.198412854547322,-0.246130971694669,-0.0538528436117386,-0.359795371085588,0.0102051015374735,-0.131738233395531
0,0.103157220219055,-0.376706289153925,-0.251689424961461,0.0080653324819349,-0.739560915886514,-0.0412194795398791,-0.311615951517515
0,0.020303415619757,-0.49683847429322,-0.425581811649442,-0.121994135311578,-0.545442727948086,0.0249809019768742,-0.305997997226742
0,-0.0376386221051795,-0.514443843380425,-0.358728624935268,-0.188596333140118,-0.507596040547262,-0.00463504825159171,-0.29554863247508
0,-0.0834639725578952,-0.29104626311187,-0.326580477520007,-0.0319936635953196,-0.575232087073996,-0.0391063816425112,-0.080068477321162
0,0.10521146494958,-0.354610892938476,-0.127584692743342,-0.0361378884688928,-0.344465829104609,0.00087177003744271,-0.0730780187740516
0,0.122441514756654,-0.407550242580325,-0.273947117508301,-0.143417399275783,-0.468342446180162,-0.0396658458662995,-0.219193616256623
0,0.142808306058997,-0.585772485333331,-0.31905964407988,-0.224468346869914,-0.614219139296108,0.0440534989178606,-0.365885864798155
0,0.093038683945835,-0.500069924038305,-0.244665531449867,-0.236336961878184,-0.521997356584387,0.0277195073084803,-0.397552337085197
0,0.146454033702544,-0.401210569732769,-0.365118503453178,-0.209260799595479,-0.295673863238062,0.0317979625894721,-0.163667819958979
0,0.213576756048988,-0.290850084860484,-0.1456977382953,-0.0847305893498217,-0.380177908799875,-0.0331074739121096,-0.12684935412801
0,0.225644365641912,-0.360019184070285,-0.134345080179725,-0.13291715226994,-0.179398159155753,0.043396506198819,-0.106638144387236
0,0.172679645663528,-0.165666250816779,-0.252479596076492,-0.116764147125325,-0.0992754922670415,-0.0324157584994046,-0.0806324695547809
0,0.103841916506929,-0.259861850373621,-0.170758648458421,-0.00182260584816502,-0.478889683706331,-0.0860572026174922,-0.129936420106305
0,0.0409231316032087,-0.224158108508579,-0.439159335676153,-0.206362436866768,-0.119585341004459,-0.0736481510608647,-0.126830861739546
0,0.0705318508597936,-0.0766953328508994,-0.262057491443803,0.145537575346655,-0.0669488180931883,0.00714340372849749,-0.0267543441311127
0,0.0722245153721802,-0.0876717831411554,-0.273971188549283,-0.10424498680301,0.0172531388892026,0.0134296573260694,0.0234859864887447
0,0.0767939805919775,-0.112804723988576,-0.124510580420679,0.0279397313248485,-0.0919756932291782,0.0305233632219976,0.0137875802924344
0,0.124435313312258,-0.182751630158343,-0.158011040818304,-0.149263797545791,0.114240163024051,0.0466629950686884,-0.0442491946697801
0,0.123243285032683,-0.1580821781295,-0.128291106961157,-0.0715021411669832,-0.0748367042096576,0.00874101339445411,-0.0224075187192509
0,0.0927399506487952,-0.106685094644696,-0.0959495910551064,-0.109164105820056,-0.0200723792112041,0.0595372906233088,-0.0274735572116578
0,0.0982214226413454,-0.0738692755991846,-0.187413423900694,0.172627764902186,-0.00249539998612502,0.0569792969561524,0.0417067276196151
0,0.179012149490569,-0.127558442383599,-0.127203165214103,0.0746791591309712,0.0553242687695181,0.033943990068604,0.108872179935073
0,0.110343451278284,-0.0843160450915692,-0.194332057553692,0.0854575503461567,-0.0305516024329691,-0.084476523992492,-0.0363667806803664
0,0.154998930247858,-0.10167181883097,-0.220015224964172,-0.136571617319326,-0.290173505625319,-0.079155970542839,-0.12667815835473
0,0.0986008830654927,-0.189901903106053,-0.174620748048829,0.0118425410945167,-0.270718591279113,-0.0280261746874391,-0.104228107518952
0,0.113409881355259,-0.169485706943744,-0.118859483769556,0.103841834475568,-0.152786869164122,0.0173833708622217,-0.0881535444950337
0,0.0759354264468105,-0.148000239795787,-0.125192746020718,-0.00127740692065342,-0.212398179104282,0.0556826692765464,-0.0463472855834948
0,0.0432116918922378,-0.246257039057712,-0.160467456316074,-0.131225663179981,-0.189747969051411,0.0067873628502647,-0.0477887954854198
0,-0.00391722703346471,-0.241338605818717,-0.171689228721673,-0.0972160469806349,-0.303931847494397,-0.0138765659993589,-0.0268026119506224
0,-0.0102523929322066,-0.254764652714509,-0.112889208474802,-0.0578159671724841,-0.236650087535656,-0.00732313500584296,-0.0455679480220037
0,-0.0235399386838761,-0.287623890590413,-0.2680179766133,-0.00777261900707927,-0.239300499852912,-0.023121702805564,-0.0842645461427441
0,-0.0496603493404657,-0.335130326226721,-0.301707537046423,-0.0848222973612827,-0.313512476089819,-0.0280685218684328,-0.0369853072463842
0,0.0393394772561582,-0.293204704822038,-0.274335172202611,-0.061920086276135,-0.249350077375327,-0.0283924747270072,-0.0717604851982428
0,-0.000769987900977688,-0.327972166632867,-0.222191533845595,-0.137355694501561,-0.281167981810649,-0.0438297170934792,-0.121562687471491
0,0.0750830618399375,-0.297498755633152,-0.259561602364397,-0.134933338897242,-0.210781287325382,-0.0606732430474783,-0.133946603025567
0,0.0435642679154011,-0.163824259902264,-0.155433867013785,-0.0976621909063871,-0.120581837146047,0.00351759011703362,-0.142576953279066
0,0.01034630246525,-0.18248396665831,-0.166496204934431,-0.00485725175043086,-0.28598364573159,-0.00562057951439847,-0.114627726801791
0,0.0155788825198043,-0.19145560079382,-0.21392056721011,0.0397139722765144,-0.286359852188777,0.0105473169393142,-0.171974902368412
0,0.0275298015991656,-0.292515945564625,-0.076716760421558,-0.0418003201485977,-0.489059150171492,0.0183849312464626,-0.140464927398416
0,0.0376347248991871,-0.294474320282649,-0.227632460194117,-0.0213508564325458,-0.438469797096849,-0.000146949812598076,-0.166599852922358
0,0.0936166831157527,-0.231606957925063,-0.181642001329002,0.0497214855714712,-0.297241034562474,0.0560445018396198,-0.0977208281528436
0,0.145113991109771,-0.17204864131419,-0.106322292772833,-0.0496560144857767,-0.182565645182004,0.00165208560892293,-0.120825504781175
0,0.0752277741445508,-0.218043811473675,-0.169776609650914,-0.0213564814750661,-0.246134780225014,0.00341361137642918,-0.238850154158214
0,0.0163657119731351,-0.310415745601198,-0.201543259992409,-0.112385021371351,-0.307081914002163,-0.0310395553296305,-0.225006614133823
0,-0.114090015457505,-0.38993504073843,-0.319519553110181,-0.0996162148867196,-0.244554436256908,-0.0555705012309919,-0.112644242819838
0,0.0273092035281189,-0.249091868865224,-0.304823656438279,-0.23561397641242,-0.40353199724738,0.0581561960220263,-0.0314753984695453
0,0.00933209594988696,-0.234190581760694,-0.16991672203581,-0.192265056903271,-0.187665393185962,0.13723816857433,-0.0687172543288219
0,-0.0353258364787833,-0.252870697391985,-0.206245554294813,0.10729264363554,-0.291141736907294,0.0921447929258455,-0.061468511725653
0,0.0238637700363987,-0.29389476267146,-0.115516705172991,0.000530016009588345,-0.53729963310257,0.0455121238926559,-0.249328180921353
0,0.0250972063592521,-0.328526483911579,-0.09473011589922,-0.0762983911213982,-0.456944015139571,0.133865343456068,-0.235431605067344
0,0.0219129334901689,-0.431418164457892,-0.405796355363625,0.240367738231606,-0.325484881604634,0.0489997870605292,-0.256444014256588
0,0.10107768300579,-0.319853875774588,-0.324614725198581,0.276376499666271,-0.126998235673852,0.148567815255018,-0.179891945469843
0,0.0389141701395738,-0.481409307180001,-0.553638577290336,-0.2363539286678,-0.146208501340976,-0.0849158814522441,-0.447101543172853
0,-0.00808861559459868,-0.352004478024911,-0.539708898190934,0.0759551195253016,-0.227642075487671,0.0882343515262795,-0.182103139620036
0,-0.0498027370416703,-0.472712694190079,-0.257648199855507,-0.407902796302513,-0.119024213847224,0.0411448982026684,-0.281215022935449
0,0.0099327541738627,-0.302327441480972,-0.627581884920222,-0.343541984801556,-0.351580636492439,-0.125796826856873,-0.418470200032615
0,-0.0291014310153662,-0.0569751486621388,-0.111495832210354,-0.404935969591536,-0.440753617787007,-0.186655344356224,-0.0142233269140061
0,-0.28197474239666,-0.473739232100581,-0.372909665657687,-0.291492334237938,0.0501858357586111,-0.0563917841502738,-0.277628731127034
0,-0.00595085976082604,-0.64956463663283,-0.832748684737673,-0.160230769450019,-0.687395681957407,-0.192057617531351,-0.437175145576947
0,0.235592927521889,-0.759680549949059,-0.990783969164033,0.0169553043117254,-0.86380707947038,-0.00796743029535263,-0.549362201724885
0,0.397058086916697,-0.281892219359715,-1.02191623019552,0.203010039483603,-0.764886694455196,0.132496729198204,-0.556605436667947
0,0.0325496780563716,-0.277035456423265,-0.247726242398693,-0.4010780978924,0.275346374122712,-0.210038307203169,-0.0973211776789238
0,-0.438301807722394,-0.315448315585354,-0.431506665323281,0.194973164621381,0.239855335371698,-0.25425945763871,-0.488479463440829
0,0.338578081421832,-0.243939699713231,0.0383072780211726,0.586266986194424,-0.836217347888792,-0.21326840170965,-0.374605777542819
0,0.0295857236422516,-0.299775396269419,-0.312259885897841,0.105274906234098,0.0513427993231859,-0.00037215452977736,-0.13457651730254
0,0.257894681378933,-0.131632859897567,-0.292420349845663,0.0738363232702417,-0.159524995977442,-0.140485155212131,-0.33211465462977
0,0.419668778208542,-0.152691413320134,-0.713752683148051,0.0215275550810443,0.192261102894203,0.0150297595990033,-0.197883299228527
0,0.287029921603816,0.192650182544971,0.147681700586377,0.3279096548546,-0.159742228051818,0.114013875568966,0.27589902805776
0,0.500731051732365,-0.398748011718956,-0.434197319822447,0.00637458422471043,-0.287000275632758,0.157213080406758,0.0898944903082617
0,0.451769619648385,-0.34732672056855,-0.379479455738508,-0.214971243911622,-0.202141218676378,0.2274570227229,0.0384378275914325
0,0.388724926488053,-0.466975490102189,-0.611652719117299,0.392605429428821,-1.10874765104567,0.0407733149116136,-0.142929007456572
0,0.102361207780484,-0.28220834433061,-0.0368036598056602,0.450922865303936,-0.749718303778689,-0.193477493807393,0.0054608227812216
0,-0.164213090924651,-0.113685429818053,-0.1928832542499,-0.0979498740682428,0.328238273869491,0.118687687257604,-0.0120076734827841
0,0.0888132232900021,-0.404444041196737,-0.374717921658244,-0.216569411902283,-0.229244929035694,0.0284277338089705,-0.18819051494221
0,0.034259618194717,-0.106334108932006,-0.343947614493913,-0.0795201369276746,-0.316590378551927,-0.124166580306309,-0.169279909426148
0,0.17067417258114,-0.0728641612144592,-0.188646363436555,-0.204093788240249,0.0981356586429558,-0.138007227925839,-0.0815273445529412
0,0.194322417212956,-0.0891196268106307,-0.108879452136948,0.00417631596217413,-0.00800123044922092,-0.001122045464683,-0.490234489375637
0,0.129176833943989,-0.0608540309884195,-0.147302222126001,-0.0214623447982719,0.140756151626024,0.0357343294057582,-0.489767989317346
0,0.0211205376817176,-0.0714536797221253,-0.253231463246762,0.376071772423761,0.257211843110283,-0.0809116021280011,-0.484863292255305
0,0.176370998613303,-0.0957017551544403,-0.0108288076957323,0.134479947573604,0.266805069515833,-0.0773877533767911,-0.361925102819475
0,-0.0408828186444811,-0.393684792875941,-0.360884952813241,0.308588378828493,-0.5904313666404,-0.076051445052742,-0.324378396043519
0,-0.339669546058125,-0.770262257397707,-0.382547653405887,-0.563017417236892,-1.4310983573406,-0.096851315173023,-0.307794716780017
0,0.252963805973348,-0.483313421022979,-0.519375775459742,-0.197205476121758,-0.559930733849692,-0.046635658327848,-0.4377724984898
0,0.356213736181251,-0.535486181687419,-0.402153071192822,-0.131188470039215,-0.56842970011831,-0.238928284286379,-0.61503686974628
0,0.0709278350850959,-0.511317660396486,-0.618633297949847,-0.147268128165435,-0.849636303294789,0.0450071664705393,-0.260562325854559
0,0.0321574794716726,-0.385363716397971,-0.223769816931137,-0.0376803345385219,-0.466609453605465,0.0516855348975942,-0.130183363447175
0,0.244333765511292,-0.650665166795036,-0.766317353944089,-0.274525811184528,-0.689407986234931,-0.204457702927768,-0.273974649869951
0,0.124475909507035,-0.241304392246416,-0.282278875345854,0.122573808909457,-0.334998772693376,0.166994754878056,-0.10419840160723
0,0.14714844033814,-0.101100586452368,-0.130377276567376,-0.275182273213211,0.0908029628743163,-0.0416864783392202,-0.0846762786391635
0,0.264061995791958,-0.202086620570419,0.191216963561849,-0.082645715273705,-0.0704770632794016,-0.090924577149375,-0.0847328900828611
0,0.30590413816889,-0.211684574351761,-0.290613290013013,-0.0463940620094107,-0.355186837145956,-0.109714282277035,0.0756081391267751
0,0.228516685945968,-0.413888720183197,-0.318703854571211,-0.103956301428932,-0.0582373842396456,-0.148595501409949,-0.0234728281206575
0,0.31940518636635,-0.436518350633954,-0.153261293179564,-0.0198597284586635,-0.713860208634901,-0.152830842975022,-0.120292202690111
0,0.161506089178072,-0.27244455586642,-0.216602454300587,0.0381957407518465,-0.00228949867808287,-0.226853968021898,-0.394810019822505
0,0.361588506109886,-0.133483963034306,0.117038292436701,0.271963223926186,0.0700108102478458,-0.207631743038305,-0.466682034672655
0,0.15329460003298,-0.186145766873971,-0.0721537498517421,-0.464859304962295,-0.168940872561382,-0.0951663781593987,-0.348183786232394
0,-0.106137261215831,-0.62889483257159,-0.531378121183991,-0.07423077080061,-1.37907384578455,-0.268008753648724,-0.391932779771151
0,0.067811201966878,-0.534188886581267,-0.585408272179306,-0.122918471744051,-0.891248775552235,0.046260554115285,-0.438324788911593
0,-0.0307565271811864,-0.701942959766286,-0.560519683946302,0.432323519033683,-0.87361191964182,-0.0654260567569512,-0.385399889541531
0,0.250030901547262,-0.352198477932624,-0.26321781467013,-0.190748524501397,-0.603184420419395,-0.143166460078892,-0.389845011398038
0,0.241540921606462,-0.41358954315768,-0.183665741754639,0.0133795633681112,-0.373200914598747,-0.232684005200723,-0.109477308738546
0,0.35201767331618,-0.255521159931349,-0.162565127055417,0.190551735444267,0.237848679350261,-0.00421708914533003,0.214639276591328
0,0.0589905101085887,-0.646649622149777,-0.0141605127459958,0.0379037731765917,-0.735441914650436,-0.295007980443046,0.0305135929843483
0,0.276759959600423,-0.675152097186375,-0.114057282412661,-0.16440582344071,-0.709770204670028,-0.0210439624834625,-0.552507842092488
0,0.250401223412076,-0.361501630110456,-0.292113012988955,0.373536578910197,0.270448552105391,-0.0211207071409161,0.0539430821062402
