"Placebo/Control","Apixaban","Aspirin","Aspirin+Clopidogtrel","Dabigatran 110mg","Dabigatran 150mg","Rivaroxaban","VKAs"
0,-0.937040757223323,-0.276615215787118,-0.51579341115284,-1.32062561476581,-2.49272408841686,-1.39007264105444,-0.691629145466054
0,-1.17460789015694,-0.0737841352513253,-1.09295653592785,-0.625942737406752,-1.45326922889307,0.0773805047566174,-0.534365908450226
0,-0.801207714467272,-0.229845187487344,-1.07421068565585,-0.691141037435307,-0.946616172566224,-1.29674637472805,-0.631523803675977
0,-1.15000966906465,-0.215939328398022,-0.577589651090258,-1.5817740933221,-2.11482617199943,-1.11713189512499,-1.07846125757185
0,-1.1667333834495,-0.150270988398809,-0.290842129210981,-0.352211396120222,-1.30059186329955,-0.978712869709638,-0.974495510197319
0,-1.28525699185894,-0.122790025220149,0.121265680720167,-0.625893300796777,-1.46016171536062,-0.850940448336749,-0.741837917435317
0,-1.07642439182859,-0.187570849371202,-0.357490616498298,-0.301079418490799,-0.61833606570545,-1.12375215979423,-0.524063624361602
0,-0.747888336005459,0.00782651486014585,0.184756512413379,-1.43984996992037,-1.47034974072384,-1.71935281024996,-0.609385372265263
0,-1.29475866851602,-0.281305782841909,-0.401307585488858,-0.555763595830411,-0.832948037437897,-1.25552451090847,-0.594520933336384
0,-1.30184426008432,-0.391748510955331,-0.10039706295306,-1.02768405661127,-1.64599509160932,-1.53635047436594,-0.705753412982384
0,-0.602122408695559,-0.502926549371185,-0.832756464480621,-1.02805318114791,-1.62431389586018,-1.32088411548608,-0.867162457677935
0,-1.30223776045482,-0.73065763651075,-1.30970661788527,-1.30162766902616,-1.60586206015538,-1.27428661131115,-1.07277852714968
0,-1.42295906473866,-0.746413805365715,-0.897699810312216,-1.20961350498842,-1.77596287858645,-1.93757578067993,-1.38806348366499
0,-1.07828138821977,-0.497660560679211,-0.851604865537938,-1.1468868452939,-1.57369878217837,-1.67225015938763,-1.17108798704601
0,-1.34974483231294,-0.703866528240546,-0.952939680411811,-1.30866356752997,-1.54865152618118,-0.957045254423273,-1.12526893835393
0,-1.43859387280827,-0.505075142034995,-1.02633057621607,-0.769768304112134,-1.40168971491992,-1.5079475465333,-1.00278469025356
0,-1.32327559619671,-0.623820987338541,-0.68564576459408,-1.45463055811049,-2.10017245946182,-1.3118449838011,-1.02367365964313
0,-0.96459236797716,-0.470490920820031,-0.749824895345959,-1.26799543811779,-1.569991731337,-1.11491999719304,-0.98719466591862
0,-1.06243578810592,-0.545750694549871,-0.675632455049176,-1.08447914305991,-1.42265744678291,-1.24397651822967,-1.048561101904
0,-1.15801731194221,-0.521771128967976,-0.511543112100238,-1.21791533830229,-1.39546167180112,-1.34006668576338,-0.993982061251222
0,-1.50546756472039,-0.615786653238916,-0.853811731973228,-0.785891382374371,-1.29956324064673,-1.0697459023661,-1.13272422347124
0,-1.39978416584595,-0.523478947530785,-0.860181145636657,-0.930558054667997,-1.35647106987936,-1.3193495788124,-0.948740827700625
0,-1.07187006738156,-0.45811495757961,-0.615871371458078,-1.09401025075866,-1.6215866320643,-1.58014727055661,-1.07230172218546
0,-1.39964194461219,-0.373246307453037,-0.644228785165822,-0.821359815366031,-1.34861384242203,-1.85082579534921,-1.08028893529358
0,-1.02104281864822,-0.297429217955021,-0.771374185734363,-1.38486700599668,-2.09520553323804,-1.78936468254858,-1.03707092949904
0,-1.1480084755323,-0.280023882562985,-0.408247420747849,-0.91503406661648,-1.76511796993707,-0.894241840489424,-1.07097869596764
0,-1.27129512469305,-0.410559526133652,-0.923794701958318,-1.32073176013451,-1.38463664609413,-1.26214324816088,-0.983534870061617
0,-0.971817373131885,-0.419150099312315,-0.538075692400178,-1.53442625420588,-1.50049618984054,-1.12535890964115,-0.967136905034066
0,-1.309125528962,-0.282681722448576,-0.371081187441758,-1.14190320018778,-1.30940673983936,-1.40829587718731,-0.956215078422145
0,-1.04631933511382,-0.320164742586547,-0.212936567961747,-0.77866266183398,-1.28358290895866,-1.32001895265534,-0.895082854757521
0,-0.856645185677864,-0.3978333036201,-0.308685206512704,-0.932531022196476,-0.971136585421535,-1.35143911766852,-0.943072597844565
0,-1.23677131863958,-0.335870912163591,-0.409675239228973,-1.20589400627778,-0.921560017662042,-1.22972001717331,-1.02231907454915
0,-1.05456739907529,-0.320174699282278,-0.650779268536709,-0.547577537522595,-0.904824829259591,-1.01793728375024,-0.928099119934997
0,-1.29906642010914,-0.18435197471601,-0.3916006738661,-0.970849118334543,-1.43223055699792,-1.00870544664457,-0.837663700349444
0,-0.50066368117378,-0.120086099502032,-0.383409805678049,-1.13423445550683,-1.03481022194412,-1.20054443048113,-0.818539914608808
0,-0.655648016021496,-0.0898919038627926,-0.0124613166125886,-0.957029599256144,-1.87059520083673,-1.56064031255073,-0.745562560198406
0,-0.96748931837445,-0.340914205921818,-0.391091928265337,-0.611320128246259,-1.33308280597631,-1.51542442375778,-0.831469362765827
0,-0.640599396277504,-0.38926255888687,-0.121025834361152,-1.21366081433601,-1.68675856944933,-0.882447799853139,-0.66772332850502
0,-0.973133342865134,-0.268843418758824,-0.402069025128816,-1.55348414158347,-1.80697320465514,-1.59397598768166,-0.847230568282992
0,-1.36672086249475,-0.591640474707307,-0.736201057114876,-1.41262524853948,-2.5199416793596,-1.22266376296654,-1.09165608089446
0,-1.48371202179464,-0.435312119512151,-0.979834793216257,-0.954028456034357,-1.49652978324841,-1.62730251819161,-1.31236076368251
0,-1.31273630669841,-0.344230003604941,-1.11875176329623,-1.1741140479573,-1.55058502775128,-2.02326832317571,-1.29174468345709
0,-1.41614795629207,-0.396591835934664,-0.43768789035621,-1.22062286825026,-1.15980225439711,-1.31109159685525,-1.14195282059056
0,-0.989720903705213,-0.371098364358265,-0.616580315024056,-1.18029618951564,-1.75551745939483,-1.39830495989313,-1.08950750934246
0,-1.35037553142774,-0.363847972274492,-0.641198056611111,-0.495437027656153,-1.71717425915784,-0.874204530673016,-0.909803404183423
0,-1.58038664839451,-0.439241954049884,-0.528071562623957,-1.10039732904519,-1.12788598334841,-1.13223848292971,-0.992088356000758
0,-1.15895981972683,-0.281689666997359,-0.683520257469626,-1.296079907686,-1.19528545717038,-1.29343985633075,-0.882303164114859
0,-1.15154901618243,-0.178436558766623,-0.462783503584586,-1.40671225644548,-1.29394061304062,-0.919555659754599,-1.01571692785628
0,-0.857135030511805,-0.120370908069639,-1.01315828202584,-1.11014523616381,-1.56177364542027,-1.17737446484984,-1.03993532883518
0,-0.9908848698644,0.013230819187382,-0.518892118256156,-0.460916549266308,-0.850187206183228,-0.793181251737877,-0.649641704091715
0,-1.3204561164769,0.0298419400336005,0.101291862244868,-0.552658372943613,-0.137965696600644,-0.630780916351718,-0.644671515312424
0,-1.38749226895066,-0.147368121100827,-0.500637895896859,-0.650417503025668,-0.809966484876057,-1.17360138894448,-0.787465427676164
0,-0.95616693220041,-0.526093566642367,-0.617374663193856,-1.49103316539031,-1.73705989584598,-0.935764928437098,-1.12057994056972
0,-1.45314538952452,-0.398750732241855,-0.685456357896929,-1.15460818870234,-1.48517199428465,-0.66170504172352,-1.0211438343735
0,-1.47882129392399,-0.245731628685152,-0.712844104893476,-1.40209185275971,-1.43920297402469,-1.00916679575765,-0.976597852232671
0,-1.29545252332174,-0.261821633307855,-0.447302961619223,-0.84248096503145,-1.09040181089054,-0.940868459259021,-1.00766066625619
0,-1.32272596376193,-0.137772332056402,-0.333094722415953,-0.97701862795469,-1.41078090113991,-0.859308676050313,-0.837022414414107
0,-1.06199151858257,-0.315609419612725,-0.325973965503312,-0.908692958769289,-1.03524011773395,-0.689969437531518,-0.781337115107333
0,-0.909132455686264,-0.227430704761867,-0.52895008843723,-0.752001353346368,-1.23767336492094,-1.08907828648921,-0.766734439289546
0,-1.35057222791293,-0.267984946405118,-0.380378900945693,-1.01011683132577,-1.42587833965674,-1.04255481346922,-0.821192784005786
0,-1.09440002780552,-0.328337522288765,-0.406395848709719,-0.573714326517048,-1.01261036405196,-0.715313349554399,-0.829165578742753
0,-1.15283590097123,-0.380593139769147,-0.4994683602638,-0.784047661556516,-1.0765304741252,-1.04437220650209,-0.810132348621347
0,-1.04966061472082,-0.243656113747764,-0.510371904784817,-1.35376968880397,-1.33888189779241,-1.09306711867585,-0.864750253251445
0,-1.29916038347326,-0.289380040078823,-0.538895895308975,-1.05104438248239,-1.59570650995133,-1.31442422487657,-0.945521882245194
0,-0.907259835417951,-0.292905236897669,-0.947655061149229,-0.933784571246576,-1.18409841436891,-0.72736807321327,-0.823017495036539
0,-1.14326175449113,-0.388293521037577,-0.527162160118183,-0.772178281613532,-1.44721403376998,-0.574404013375303,-0.816557133664532
0,-1.37381359471173,-0.333617610438168,-0.43668251951611,-0.753687638043139,-1.17390571156119,-1.50576462712784,-0.888074114690952
0,-1.03020070254197,-0.26573871977769,-0.509434247924874,-0.67997993830271,-1.07263842333118,-1.39555572801531,-0.925530602512364
0,-1.03189749460043,-0.254902171547296,-0.498402892521927,-0.947655073024138,-1.1702454199447,-0.870867419899447,-0.807327125238942
0,-1.38171047583003,-0.326307524088755,-0.378377122533212,-0.912101649689926,-1.58640900294938,-1.3187485126638,-0.902752431355461
0,-0.988436139246984,-0.350010120366386,-0.152102562402413,-0.661361750059426,-1.09155181928003,-0.784577019882659,-0.752125256391984
0,-0.748787104366061,-0.281181052165613,-0.571933885569321,-0.814811230524798,-1.31009031535694,-1.08478654123835,-0.812151533194843
0,-1.01415682518381,-0.209402167809534,-0.565831580258223,-1.02388994515659,-1.53939564202304,-2.01959922160933,-0.848077620145316
0,-0.829400011839763,-0.551161831009352,-0.493143291667236,-1.45104636468011,-1.51779023004382,-0.798114202744286,-1.0116417197443
0,-1.08317516158421,-0.28805947321312,-0.540730233101425,-0.681440061633041,-1.50434701740463,-1.034003183964,-0.628074679222734
0,-1.19584418215503,-0.210633306690657,-0.579749737921927,-0.72672118359954,-1.07849144654006,-0.810987442372696,-0.768434408582304
0,-1.05545117469607,-0.274137787578581,-0.417157744706425,-0.902155070079928,-1.42730403694681,-0.978657388915949,-0.779258827892902
0,-0.677111678016796,-0.0936395682271897,-0.0611779547136124,-0.640639434162307,-1.09393639018476,-1.17304494543297,-0.555383733830633
0,-0.611964852202247,-0.212845834063565,-0.525762434537302,-0.688116165565378,-1.20664014497451,-0.772605664326989,-0.574359877231161
0,-1.02780071540823,-0.170685757570045,-0.611741711587299,-1.27354258465833,-1.4779432448879,-1.10658843966841,-0.728723848827713
0,-0.77200910182405,-0.140705005014361,-0.564575896464458,-0.761283234917869,-0.736796546399633,-0.738737176938437,-0.604776401508201
0,-0.860905700403092,-0.318389641741543,-0.680593317075615,-0.886397583827615,-1.14544284765576,-1.2046276065892,-0.731180434460899
0,-0.762912262043942,-0.443659483888774,-0.879791407618798,-0.947351203074023,-1.13570769747273,-0.789949411247702,-0.797702013845491
0,-1.03770889734141,-0.226459416472435,-0.177858079425062,-0.96032687477396,-1.33374243994114,-0.982411726933149,-0.691652561480401
0,-0.985692439727421,-0.25563102803055,-0.147939694542048,-0.872794499519479,-1.44745682415082,-0.977087386118304,-0.584451018125856
0,-1.08077710295725,-0.251563826628287,-0.726169247685408,-0.849890816282477,-1.45087543281008,-1.23482611481813,-0.853598777942625
0,-0.76258801671751,-0.258698386374579,-0.787519799319123,-0.604141401224239,-1.05763478197249,-1.48993544171806,-0.75613796626183
0,-0.98396825848342,-0.291045972528877,-0.574708318440927,-0.79593486808287,-1.10748232034867,-1.05199094075764,-0.680169167776881
0,-1.14578917438067,-0.328261895899412,-0.613721339769334,-0.978261409111478,-1.43139296640263,-1.08590659760839,-0.722961513682846
0,-1.14500580694393,-0.346933222989183,-0.693389728408734,-0.877492294258376,-1.18892663021103,-0.946849970742724,-0.723629600404165
0,-1.01351367192886,-0.340050232036946,-0.681006902648174,-0.691928967717002,-1.1740945997289,-1.12362228345937,-0.761423434272003
0,-1.08156028615251,-0.210825292610718,-0.325964828164031,-0.473891118116249,-0.855796550351754,-0.931139543954141,-0.68715757990464
0,-0.986040097779025,-0.242135455958689,-0.38879250223458,-0.62922835716319,-0.975991825077903,-1.1044796236042,-0.692511329682293
0,-1.00670667951043,-0.287931348526378,-0.512876664360191,-0.893815404974844,-0.933679617953811,-0.978225679157214,-0.643875277761332
0,-1.12834615872094,-0.222766416753947,-0.254520796310826,-0.998197730949987,-1.12592926046191,-0.811423869499779,-0.724387364146247
0,-1.21090417105593,-0.248480686720195,-0.410402667279277,-1.110312350388,-1.35023487857722,-0.991538053031472,-0.780277008393991
0,-1.19106443223997,-0.247220786472686,-0.453732507096871,-1.03627702973449,-1.31480464301818,-0.863085804077302,-0.857365667098069
0,-1.26012772651766,-0.134606940192261,-0.331897370973544,-1.13182996282227,-1.54551792375084,-1.25010640552475,-0.850086372679672
0,-1.0930725704473,-0.134685573289022,-0.412322404522735,-1.06492866088765,-1.54704290366295,-1.16974702128908,-0.880946638876174
0,-1.28313899715957,-0.209827881779777,-0.471795731272107,-1.25072035868354,-1.52147189814311,-1.24731192513828,-0.930712576432593
0,-1.36873370131424,-0.225625289167968,-0.515840160086236,-1.15545453899657,-1.43955350986171,-1.14858253650592,-0.949306308042116
0,-1.24451760403576,-0.23004448927682,-0.630072919495113,-0.963878498119685,-1.30670285182121,-1.21089777187041,-0.942486247476723
0,-1.20241061150075,-0.237683267615011,-0.535882110576375,-0.907900629245416,-1.37631674378833,-1.05506792334346,-0.888594283671934
0,-1.11910599647432,-0.233712833682985,-0.548435949780211,-1.02794826238292,-1.38227332485247,-1.13410230580303,-0.912122338697714
0,-1.28180995170992,-0.265403796795571,-0.528359277482734,-0.968802876805894,-1.14437897834233,-1.15282958657018,-0.944487901313331
0,-1.21488552653,-0.383905289619014,-0.697018539396248,-1.02133462676403,-1.32607869513923,-1.19736408850296,-0.93385639679006
0,-1.3615010740441,-0.414234285072685,-0.761131953119681,-0.883492826342025,-1.37324435073677,-1.07016521708613,-1.0152722169092
0,-1.32757984130238,-0.404162275345067,-0.717586536363163,-0.943477030015336,-1.28386988620104,-1.36082401868324,-1.05744075030343
0,-1.15471016627057,-0.348842535053612,-0.639568617312144,-0.941407559023834,-1.3534906077916,-1.16404792087062,-0.961866506347181
0,-1.13186657589335,-0.400177965457089,-0.625938385202832,-1.16625210978426,-1.44679929746582,-1.2835335806472,-0.950457872261028
0,-1.10674213155062,-0.40556980468695,-0.724149014175933,-1.31301825629957,-1.67009237114977,-1.08865327680622,-0.945274040795852
0,-1.07203106106363,-0.416193949661574,-0.825826255910915,-1.1376946348117,-1.6902406206225,-1.28077416195506,-0.975597480876212
0,-1.22062766381157,-0.333596245520023,-0.743815014688142,-1.09082304896543,-1.69811092352425,-1.30451940208506,-0.961503796271198
0,-1.18766594852633,-0.379985998993194,-0.722373101159014,-1.05835220898476,-1.66726259660262,-1.18970123972097,-0.998081627184766
0,-1.37520356435373,-0.340856285371878,-0.654897446709504,-0.909308228262735,-1.51902123626567,-1.28696734775272,-1.01535103793635
0,-1.22749889932968,-0.338703828780458,-0.743794165706043,-1.02660333712674,-1.29917348517265,-1.30995296953051,-1.00704293302139
0,-1.21129584937319,-0.413628600949755,-0.555807393066026,-1.09281600608355,-1.49077755123363,-1.32002199876265,-1.02801573031032
0,-1.29552795754616,-0.364254590534666,-0.492432819180892,-0.896182671599525,-1.54535358173876,-1.49489435989852,-1.02213262222614
0,-1.19269981448751,-0.437062777283982,-0.560277159975394,-1.04668007831278,-1.50683829521511,-1.26975918796052,-1.11121084567933
0,-1.18820937195588,-0.384772448627629,-0.498261198726558,-1.02085178253225,-1.54380352953906,-1.39968355255698,-1.05687766233764
0,-0.992639650066947,-0.350292141024266,-0.606723612007783,-0.95204583967966,-1.50385928480548,-1.43591853962226,-1.06125817064843
0,-0.975219723648319,-0.288959159177937,-0.705575222622962,-1.04415643336173,-1.50965201651597,-1.25444031651869,-1.04786926880021
0,-1.07791706339237,-0.284926040682645,-0.710516936192035,-0.892876615951717,-1.43915430578842,-1.35574384854518,-1.03534974469373
0,-1.21608006491473,-0.225837033435353,-0.671372241018421,-0.871112698849257,-1.42693552364217,-1.33227857148499,-0.974406328080562
0,-1.26220750971597,-0.311405082591775,-0.573482263373003,-1.03907520975161,-1.55692323834418,-1.19490810170025,-0.988963741573216
0,-1.22336760374833,-0.302752768316145,-0.559305481469978,-1.02492577879273,-1.68709194257475,-1.437739925706,-0.953180032458647
0,-1.35047207157418,-0.235944205839511,-0.565554442921858,-1.00844228237559,-1.16892381552152,-1.28270262847354,-0.958414212507942
0,-1.3723160266571,-0.293141813756336,-0.337952811292459,-1.1606819758194,-1.10450613563458,-1.27049575984206,-0.931515548780767
0,-1.10110777235681,-0.269516788725215,-0.423369877975861,-1.31168000041163,-1.18479261412134,-1.38380192206596,-0.904046822395548
0,-1.19844800848084,-0.255650688946146,-0.462386811859296,-0.946938114421122,-1.23524389085325,-0.937176877516381,-0.772194675519741
0,-1.21982256406318,-0.139200835633553,-0.497041537732892,-1.16816954017052,-1.40878018193628,-1.04946601167849,-0.861126866102098
0,-1.11792782789763,-0.200230121040377,-0.514316223124641,-0.766174370080871,-1.5154621050493,-0.74507733185464,-0.852484653747286
0,-0.975501000917097,-0.210826670751271,-0.78595781229879,-0.806878987946113,-1.45363685631692,-0.980373878107157,-0.773832307867067
0,-1.36514153343967,-0.12816343707052,-0.675594507771565,-0.760673249937178,-1.1072374206847,-1.05508489180046,-0.824184725688162
0,-1.21338070767622,-0.27386723690236,-0.581691767070315,-0.692787561420377,-1.06142324691265,-1.32650908542911,-0.864486745206643
0,-1.10905185806032,-0.231922974832153,-0.738609470357904,-0.715900160304594,-1.43899236304272,-1.08468285682805,-0.838904555236467
0,-1.23135744802706,-0.38695541804951,-0.72984609520789,-0.78165963160802,-1.33128178915388,-1.15826101332632,-0.849315851827073
0,-1.12967644221419,-0.333770907876521,-0.671535744079937,-0.758190499736879,-1.43485303280763,-0.833926242055594,-0.878702776960132
0,-1.15597586279656,-0.340960786403276,-0.75744758674154,-0.787014110766074,-1.42662399112969,-1.11854921093979,-0.859086554589836
0,-1.03910411875994,-0.284647564693818,-0.51131750264766,-0.985443326968505,-1.30319800934523,-1.34102606762157,-0.875092725537451
0,-1.02680529564111,-0.331227020042147,-0.65263383243958,-1.15824720295532,-1.38641084338641,-1.17893143703581,-0.964440181485082
0,-1.08351088572047,-0.373285522777539,-0.5866545567622,-0.790091109844075,-1.35052810288882,-1.01826637830942,-0.876715674454372
0,-1.12480492866884,-0.333114166376539,-0.495816584656269,-0.844175056538841,-1.26011179738707,-0.943977492888907,-0.859415647288964
0,-1.10916329786245,-0.406521668885068,-0.559862467375082,-1.04050015073754,-1.40921270339521,-0.809748766716288,-0.92472118474918
0,-1.14524155233561,-0.386734019439393,-0.762863408632818,-0.989073613271318,-1.43367246163209,-0.872874650197253,-0.857412630381953
0,-1.08015538625067,-0.367960865672045,-0.588939388063677,-0.873240355386854,-1.22226771922315,-1.00556759243236,-0.792874393518434
0,-1.18971964177859,-0.439094820054731,-0.770441864432912,-0.941222151696654,-1.49585848250472,-1.20961222512974,-0.847938351652078
0,-0.988954241437389,-0.336704299133749,-0.731567943521895,-1.00465465209557,-1.30989792909469,-1.39296388146934,-0.784051316734332
0,-1.49623576499788,-0.410167443063893,-0.634402006249408,-1.39484530622476,-1.85585955701165,-1.39639621032406,-0.881404399562927
0,-1.52309653782636,-0.550604214065036,-0.555159532620563,-1.14008410500838,-1.20398153001345,-0.994597910799431,-0.97158056086722
0,-1.33130320764266,-0.373943192616633,-0.506283683109761,-1.06194956243109,-1.0263388649438,-1.29550481295371,-0.813837842203134
0,-1.13723932632137,-0.292934773514365,-0.555992565644378,-1.40360111785276,-1.38161886557161,-1.47495368483351,-0.991684715212463
0,-1.0260884560686,-0.316565102880407,-0.53836463401861,-0.512446243511778,-1.05016863641617,-1.35488268037406,-0.851708153497496
0,-1.26920072608761,-0.0991146714775991,-0.774628718590797,-0.904509058021531,-0.894622181009314,-0.984486485472188,-0.790406954200523
0,-0.894550760438648,-0.152139501966653,-0.611439991376618,-0.969339033841257,-0.745021899062469,-0.958940668389848,-0.883834175906046
0,-1.08997058567323,-0.171006589231948,-0.684954173420614,-0.822893573674399,-0.75941123895636,-1.07375940190071,-0.890322414899372
0,-0.897008082957234,0.00597550095402822,-0.607147443104795,-0.518888436484602,-0.973959068830297,-0.953580838085849,-0.719492081091214
0,-0.822727474667619,-0.217998816645484,-0.368791650107146,-0.52255790914815,-0.813116036626578,-1.46087421713861,-0.893087944398616
0,-0.707049054481115,-0.233885577037259,-0.591398358882043,-1.10378743897956,-1.63661297488107,-1.22478977018974,-0.828451856627439
0,-0.921062599489091,-0.225954236902036,-0.495499100117064,-1.0823372511069,-1.61383951657954,-1.39712291242736,-0.96730802399059
0,-0.99228194231204,-0.182153766265126,-0.5376005859907,-0.874409808633195,-1.42900401854594,-1.11395944897845,-0.955971907108635
0,-0.993595383941577,-0.0233653886523061,-0.53836780606762,-1.10205476638624,-1.45868155160334,-0.798565454059195,-0.821463879659982
0,-1.00570707620046,-0.0703720634646321,-0.415063000384235,-1.28004297220169,-1.52578006625981,-1.19490218982758,-1.0074904644316
0,-1.10794996832788,-0.0549921697757705,-0.79009864531895,-1.025127408761,-1.42564179503555,-1.21471555325736,-0.899474708244359
0,-1.09948331594179,-0.063071595669053,-0.47197896659011,-0.966193937719633,-1.52522523543268,-1.31756710372205,-0.914582661213717
0,-1.27617448913824,-0.195673710814705,-0.359737209182431,-1.07275412120816,-1.18638507800231,-1.26734521331031,-0.944298662055586
0,-1.19009042917315,-0.0279456538308089,-0.0670304807481191,-0.905944466439182,-0.98836461466485,-1.61447771527195,-0.77322049817889
0,-1.09364813890025,-0.0103223373368381,-0.286255530361653,-0.796152020869972,-1.63614812765504,-0.885189900331869,-0.729804275372174
0,-0.962540934896448,-0.168970862086141,0.0382877438426835,-0.844387253601201,-1.05903722566079,-1.39414017902009,-0.773786370605191
0,-1.51700869043557,-0.250690046862733,-0.310352757213723,-0.806521749422536,-1.62923832551178,-1.28941792434937,-0.981533077031878
0,-1.06850107049444,-0.322467546400861,-0.650462113963479,-0.947071684400845,-1.02317807900818,-0.933523154347262,-1.02330145861787
0,-1.30559291154168,-0.247218281616674,-0.539235075673464,-0.998171313863661,-1.31768234102621,-1.2327714916429,-1.00241652986411
0,-1.38071259454003,-0.341770471607775,-0.549405139463429,-1.09802970454052,-1.66693614308226,-0.969370991769544,-0.960984005965609
0,-1.31409821724771,-0.350005287186496,-0.596139439339955,-1.10048796375608,-1.46517492556716,-1.0659320694328,-1.04355037382359
0,-1.23408643258569,-0.255315126625945,-0.739580043092513,-1.07630471514525,-1.38766562120218,-1.28394700890297,-1.03101595552005
0,-1.21337579408737,-0.216712979490368,-0.43173239888395,-1.21431652754552,-1.55614956320532,-1.33841580868996,-0.984005228548588
0,-1.07258347607475,-0.20044304220003,-0.308022700893117,-1.06490125938027,-1.41279556076751,-0.972818778694539,-0.934774137351782
0,-1.05517143633459,-0.146994045920194,-0.331645639749512,-1.15287846311365,-1.73806364334182,-1.02600578534273,-0.878100455039963
0,-1.19263507650637,-0.244509360131499,-0.197433469303486,-1.24071186144064,-1.50314853143435,-1.38908339854891,-0.961318047066974
0,-1.39927078245484,-0.126996670595157,-0.713047595577993,-1.47232453399054,-1.18133215454887,-0.947715020770573,-0.87470785721124
0,-0.760752926593859,-0.175598719382108,-0.345807222614972,-0.495922715943242,-0.913160339344164,-0.997140462075006,-0.826696223501542
0,-0.703612488330279,-0.163634770486754,-0.284399168043474,-0.267136874135974,-0.586799926349906,-1.20404734571283,-0.822092059717595
0,-0.934120197501,-0.178597763299124,-0.389519767975284,-1.07435133150356,-1.18634877824401,-1.19234797711608,-0.707397301681012
0,-1.00178307729231,-0.2660311980643,-0.111343594168571,-0.76214693070253,-1.14715058372905,-0.79465057612952,-0.694242326728845
0,-1.27144655085303,-0.16328417357157,-0.613379703910916,-1.03644360006332,-1.17571994090923,-1.00293974395221,-0.773796849305134
0,-0.672136340937933,-0.210182649421047,-0.324851220241091,-0.902251886133923,-1.20389528951027,-1.34414609520707,-0.750586541434575
