"Placebo","Bromocriptine","Cabergoline","Pramipexole","Ropinirole"
0,-1.47729304999754,-1.64189253606044,-2.16540349044613,-1.57595104561344
0,-1.50832777993123,-1.74051588839848,-2.11903163382753,-1.97475820331811
0,-1.45280956269008,-2.17110565139901,-2.33282029977981,-1.66361094047963
0,-0.96552228749374,-1.54509065512574,-2.05424870889191,-0.0581412036310555
0,-0.910902512921536,-1.54624734665607,-1.31839325141802,-1.13610745682566
0,-0.42444936787691,-0.725852825923335,-2.07759589394115,-0.641295730647021
0,-0.712611547583281,-0.629002313156361,-2.01770683394822,-0.528476621176353
0,-0.810490077622442,-0.870007313974846,-1.77378451980539,-0.53651556811072
0,-1.17518542627794,-1.51970588630035,-1.5041411296778,-0.652461323031578
0,-1.07749929157059,-1.49694255849537,-2.11705016008327,-1.28032039637616
0,-0.524999230948987,-0.966911440641521,-1.53372175095759,-0.996956619346968
0,-0.518797702790528,-0.932264666691419,-1.55967606587159,-0.414630896765614
0,-0.645159816661166,-0.967998492305903,-1.7705515034582,-0.591783124043307
0,-0.90922159788868,-1.25894306603772,-2.40624331948395,-0.582353316127588
0,-1.22638418804904,-1.47642296817871,-2.10067203396492,-1.31749592894685
0,-1.35183248543239,-1.83547339346257,-2.09736718121112,-0.585346211019147
0,-0.987945791661833,-1.31682632980314,-2.13408057242311,-0.816383876652017
0,-0.654330702815791,-0.820931270125728,-1.33260947761071,-0.63205029581468
0,-0.656924315434401,-0.835108438847256,-1.6766815291732,-0.530413639182594
0,-0.694564650890823,-0.611720245411062,-2.03571548920084,-0.0216117404080358
0,-0.516045575327003,-0.85421830038448,-1.64947942215094,-0.32808555643648
0,-0.249201937961139,-0.543621331566589,-1.92258970520169,-0.377304582149821
0,-0.372188323583836,-0.78452150314209,-1.9044067746403,-0.641837630043983
0,-0.179328539930423,-0.680344047980742,-1.3459505778164,-0.440012330812125
0,-0.0893764041095819,-0.440316312120507,-1.90551092082518,0.0551291574582318
0,-0.440594125333329,-0.818435297517242,-1.4464492748286,-0.31832901666246
0,0.173281371903243,-0.326243128800162,-1.45747641389562,0.208107955593098
0,0.153709937162106,-0.205329520290683,-1.96518799820162,0.118603386621143
0,0.192908802187931,-0.205851798931187,-2.03783819166934,-0.578404417705618
0,-0.219730963578209,0.0241625158994957,-1.7728227939823,-0.311773988620537
0,-0.0662005606771591,-0.342554211245231,-1.86401687213267,-0.50069690446795
0,0.137630202033213,-0.0449437047321161,-1.91559245196801,0.0641445146461347
0,-0.600261419679177,-0.711245839621329,-1.72124211372758,-0.069112342345628
0,-0.777006726770293,-1.20849066429466,-2.01197545852947,-0.676149818502623
0,-1.04903495088447,-1.10654920589075,-2.47232011690651,-0.669546602244686
0,-0.82720671986879,-1.08012042862595,-1.79094683041424,-0.495748720784823
0,-0.835030269951344,-1.09836379672813,-1.97129347712163,-0.365408004764647
0,-0.87342451037376,-0.907330730279902,-2.01417824505014,-0.362368515953714
0,-0.6428309985925,-0.8658433636208,-1.70897672776451,-0.69227237029733
0,-0.732452614420399,-0.978688291231745,-2.28892015798863,-0.8384905907209
0,-0.420561828159782,-0.909824508855572,-1.87241970966203,-0.455722044435561
0,-0.475470225159933,-0.983401180128071,-1.95544369075882,0.027340066064598
0,-0.192582011611851,-0.697413528970527,-1.9217454217335,-0.178508055830112
0,-0.165708817678892,-0.520839467527318,-1.746325991422,-0.915905852549177
0,-0.39019159127579,-0.802459013097978,-1.81942540755132,-0.438996657424657
0,-0.257270798863553,-0.517030434883427,-1.67028914584093,-0.14015544980328
0,-0.0163506062169112,-0.148426636486077,-1.66714947098609,0.131456441703607
0,0.0199350046893743,-0.455248847277843,-1.30940140267152,0.0540939700854886
0,0.596642215182633,0.4198757984797,-1.58892045067754,0.372858245931155
0,0.7496286078433,0.637274160323522,-1.14655086838237,0.397580634634738
0,0.16899169018344,-0.14664178169443,-2.17258369990876,0.23814023898911
0,0.160920369726494,-0.255727180813902,-2.07619611544653,0.0180944317762006
0,-0.522092641109166,-0.666242302173871,-1.80558760065042,-0.306742932279469
0,-1.03491511445372,-1.02778724926271,-1.77887801738977,-0.388667273689464
0,-1.01733346550888,-1.13710342487902,-2.00490580921872,-0.860708279123611
0,-0.783354456953221,-1.08066656678575,-2.09809160014131,-0.800002319486511
0,-0.793808182457428,-1.38689764502258,-1.95531888453449,-0.748905837106674
0,-1.17742918074172,-1.43031691812244,-1.87712081055618,-0.875086314082861
0,-0.639214870378695,-1.32697532201617,-2.50407064512542,-0.450042780235965
0,-0.415734833941173,-0.601022691460623,-1.63971479622209,-0.503501403564484
0,-0.175863919294083,-0.24213987908265,-1.81326344346935,0.089540653768677
0,-0.135797996967929,-0.13095547826209,-2.20255420237832,-0.100652667756127
0,-0.162032515522904,-0.810106987047567,-1.77185136998494,-0.377633665244853
0,-0.551909399954028,-0.809265770653168,-2.05328235032673,-0.552799700602575
0,-0.773444840086422,-1.26002687660444,-1.40822278409969,-0.698226382289853
0,-0.40132394459489,-0.929214471571133,-1.77555278471889,-0.229884647883946
0,0.0151966062293629,-0.365899749979165,-2.48152313325138,-0.0720167737502387
0,-0.232148871129254,-0.302791343369654,-1.4010162719766,0.144356567543306
0,-0.543896563285118,-0.566916674992131,-1.45509625641945,-0.661193927199998
0,-0.354938393007719,-0.868610741413519,-1.40462197688428,0.0227966839240395
0,-0.272402786667219,-0.701046512507507,-2.14865896509231,0.30835470597256
0,-0.817803617367645,-0.599271363579027,-1.59552150475563,-0.199262667658529
0,-0.687854399332196,-1.20713029069373,-1.13289337098169,-0.487656531976305
0,-1.09002296346526,-1.2435296728833,-1.50137830481023,-0.650198079585721
0,-1.33725980540047,-2.00236017222436,-1.76325681492821,-1.02018286475863
0,-1.70513859382762,-2.18421945513269,-1.82150058068682,-1.69668064393031
0,-1.44522364894458,-1.88568587407813,-1.76610143068084,-1.20302337998787
0,-1.28798059663123,-1.61128763212149,-2.03652350622144,-0.851246903537181
0,-1.22558416692503,-1.4339309664392,-2.64608124475167,-0.864141227896975
0,-0.88827262480104,-1.45637289658121,-1.23532645588919,-1.09349880475351
0,-0.851998710892899,-1.30064920939841,-1.89691279285938,-0.937265753115172
0,-1.28864856628647,-1.38309404674356,-1.52494828988706,-1.20081071272116
0,-0.920561110001733,-1.40641703979706,-1.50011577068006,-1.45548966359103
0,-0.74758034412893,-1.01031033431333,-1.69703910139614,-0.794433787837699
0,-1.09864317237032,-1.33637686419785,-1.25170473701159,-0.581171740196269
0,-1.076248079384,-1.36542803035499,-1.79407584941056,0.0702008291693488
0,-1.37086092946469,-1.51584226250864,-1.22323675620764,-0.651036818909385
0,-1.19929165810836,-1.70094061687766,-1.77359269264128,-1.06872246997154
0,-1.19431596514357,-1.36339142382696,-2.13636395883678,-1.39844166699784
0,-0.922160894020295,-1.26310839722066,-2.11997020798564,-1.3772988813244
0,-0.669534589905259,-1.07273995666572,-1.22849935176634,-0.695006617128726
0,-0.102383658015799,-0.802063927603615,-2.32457404842004,-0.214266653276899
0,-0.0102848168715565,-0.551368516924421,-2.17507012680005,-0.140545366260141
0,-0.0947011891351037,-0.384354359991975,-1.85458583152165,0.245594670111672
0,-0.430879615905471,-0.0688039783188184,-1.75013250316526,-0.151512387167162
0,-0.278746404186266,-0.522632694907924,-2.59355377078634,0.340210366777462
0,-0.263500434506276,-0.244665184617539,-2.05067293759112,-0.321047127706027
0,-0.25394324079293,-0.57682018043135,-1.29693863978361,-0.435924435737337
0,-0.796252795030324,-1.01996120636918,-1.7921173942736,-0.610725075257089
0,-0.718708863420309,-1.07920951359661,-1.58387390386545,-0.626047407944144
0,-0.24005800601555,-0.787767656499146,-1.99753563316091,-0.745598348673983
0,-0.213627212925434,-0.670124122250454,-2.18219441511453,-0.616694994352963
0,-0.10712723622401,-0.58534408705697,-1.62812596572795,-0.599799786392526
0,0.0146048005740012,-0.571821810941091,-1.5531833117917,-0.521747718729811
0,-0.0147967544740807,-0.159793346476556,-1.69097240228537,-0.36570482458996
0,0.0422298966440686,-0.0994134248303676,-1.71014077558836,-0.155824879160859
0,-0.42626636650579,-0.385328982557752,-1.6295098319633,-0.47208202731085
0,-0.409909702004471,-0.636880270261099,-1.45476805107453,-0.17111422276408
0,-0.680643573312116,-1.29179010007898,-1.9193348837727,-0.94643148595083
0,-0.834829525662065,-1.46049075504775,-1.89842910874978,-0.790097133944147
0,-0.860892381833971,-1.0070906045733,-2.05722291492961,-0.579957046859491
0,-0.907026016793199,-1.65216702538539,-2.07958294153449,-0.801136861914382
0,-0.700317872287017,-1.18418727079161,-1.44386000518228,-0.998463600788345
0,-0.913503505471381,-1.42393586885499,-2.28930141943922,-0.418963937058558
0,-0.673580090929254,-1.33565971275823,-1.76906792115753,-0.307537170847525
0,-1.15764424301518,-1.32845247900097,-1.40797622231105,-1.09853381459737
0,-1.20485583351094,-1.77186428847417,-1.67679651091314,-0.943469803417144
0,-1.03644531333796,-1.28799700164048,-2.52537448237359,-0.170549917092322
0,-0.994192818041746,-1.45925240616445,-2.79133140370336,-1.16456912881263
0,-0.649149546830296,-0.86266434397361,-2.00064948818876,-0.663209319351489
0,-0.684800428665456,-0.805111880356123,-1.76556900005347,-0.299166958095737
0,-0.687265495847467,-1.12722200155412,-1.1498570286049,-0.453542974872195
0,-0.627861251186851,-1.00754326855071,-1.60432639030767,-0.248817922660296
0,-0.840451829885763,-1.13559539543432,-1.58402925000496,-0.978593753652146
0,-0.333456412778195,-0.86850790487822,-1.7041525455854,-0.235729090371735
0,-0.446479916725605,-0.489202214999853,-2.22276248112843,-0.354998833690106
0,-0.644409507580705,-1.02405885875989,-1.75743758075829,-0.779381151931793
0,-0.469109295957369,-0.583051792842588,-2.05717687359131,-0.926455012113341
0,-0.38480831028995,-0.588569893572061,-2.50901163627934,-0.354476628183254
0,-0.460983506270512,-0.898674415970954,-2.64691725945722,0.0338627279896655
0,0.131665665239947,-0.506311237712204,-2.03916100555003,0.100118418016792
0,-0.75123461760676,-0.914521688044552,-2.16285604685148,-0.100066723048774
0,-0.541053541250308,-1.00760314769191,-1.93183991118009,-1.06916102001669
0,-0.769652485745177,-0.888023070137421,-1.69436726917389,-1.22561054416044
0,-0.545510743724469,-0.592993849365062,-1.71856882389745,-0.872069457997954
0,-0.701695343732817,-0.853638246031747,-1.71539824781931,-0.971492508186392
0,-0.400460257473785,-0.517188905478958,-1.73864926594572,-0.699938927938766
0,-0.746404131846932,-1.16552734079624,-1.49379683125184,-0.811881525863747
0,-0.502514811820824,-1.17909176133998,-1.90967288290606,-0.0861990915441607
0,-0.770513343070387,-0.732973783300304,-0.944636940534384,-0.541399891509083
0,-0.864734410019111,-1.02197734883885,-2.37532878479196,-0.983251546548967
0,-0.71346902059179,-1.04148914285069,-1.73647937316,-1.0214510534266
0,-0.165269093042229,-0.685627021241327,-2.5531373151803,-0.159734713629916
0,-0.77823686430033,-0.518417427215713,-1.8888809211096,-0.809232616640639
0,-0.170452900217566,-0.926689154781044,-2.25180118610567,-0.618003766577176
0,-0.606728035699223,-1.00916860082759,-1.6862948168207,-0.691781971474627
0,-0.590816444944391,-1.0147656014387,-2.04754320895293,-0.399864810496921
0,-0.541324338946659,-0.806268707848384,-2.34148702643221,-1.15861659656636
0,-0.72271772571639,-0.978029598164928,-1.86979437323016,-0.68117079941941
0,-0.424064604284992,-0.605519155898007,-1.95790176425566,-0.662214958481731
0,-0.538257890709169,-0.745691591753402,-1.62406080544503,-0.583618170650754
0,-0.137927899128031,-0.60572014325007,-1.75231302288393,-0.447450521970378
0,-0.204288406846427,-0.319785111081177,-1.68676308567242,-0.408172373818505
0,0.244201517574152,-0.0137325951684254,-1.57250397291656,0.253290527781943
0,0.444096151176261,0.215317787272234,-1.44649132300508,0.0970073354996783
0,-0.150954637889628,-0.309972353152435,-1.66275014241059,0.085691457097488
0,-0.745036740675784,-0.965242792392347,-1.414244569786,-0.694333784150659
0,-1.18003079325154,-1.36527348644446,-1.58046995299035,-0.995879196395841
0,-1.26443102125868,-1.49380974486897,-1.59137731295935,-1.45122648747765
0,-1.08194547678701,-1.58538473840205,-2.11311951812518,-0.92973198842562
0,-1.11415928415247,-1.5526058789115,-2.15042422640355,-1.66402745501094
0,-0.770182665538237,-1.229265402923,-1.65852232011523,-0.98784504224409
0,-0.202075039194302,-0.831675458249828,-1.33033909697092,-0.303477000095526
0,-0.339493633834766,-0.144569444432085,-1.35163877309221,-0.45262240948814
0,-0.119100166833126,-0.667077889143833,-2.09843285568803,-0.74352952222128
0,-0.0620586252414424,-0.527940783556678,-1.81556265988059,-0.254434194546977
0,-0.150573073590367,-0.165930475069357,-1.68861688828118,-0.31627562348428
0,-0.144086526503441,-0.03779498345224,-1.92984778078034,-0.477036725877928
0,-0.478545654326878,-0.597381144597425,-1.68328346847407,-0.515379497964834
0,0.0914785137579711,-0.456080449728957,-1.54207552795681,0.642399338292643
0,0.131040161225602,-0.173739183833575,-1.67477403776364,0.200799171457665
0,0.357789889700953,0.0695983164363659,-1.94916451504982,0.183802166251342
0,0.401267429032749,-0.128164113597687,-2.0293689200921,-0.101316583507831
0,0.315855828206689,0.0697660011572427,-2.03805875640479,0.0303330597620649
0,0.00195559669475052,-0.174562625936991,-1.58305557376247,-0.240568844144087
0,-0.420854963534926,-0.911859050666165,-1.82405550842469,-0.60615283915022
0,-0.341015050640919,-0.536836926750335,-2.13471788892254,-0.733821785378506
0,-0.517906923814966,-0.852246380565202,-1.55053756893909,-0.659561915755164
0,-0.0864683406003332,-0.632329179035032,-1.94170498664667,-0.0580892314953829
0,-0.347600074457247,-0.803005921217152,-2.17936640971053,0.168768417468812
0,-0.327879012396888,-0.293386994108574,-2.13721684473405,0.0422698742253105
0,-0.420099167773035,-1.08379499433083,-1.73446812395866,-0.562488241050918
0,-0.206945874681264,-0.530715666092103,-2.112696727826,-0.139097561130241
0,-0.185139594223139,-0.383866309125712,-1.35928329769632,0.053457140349907
0,-0.407765746095722,-0.732615327879687,-1.75469849838419,-0.0770948783935791
0,-0.505485473156243,-0.873110311646339,-1.26054591933466,-0.0756543004275524
0,-0.0860230449539437,-0.685520054943853,-1.66797652464064,-0.3022133340287
0,-0.158940954426769,-0.339161174010671,-2.46869140714798,-0.966920032588541
0,-0.0969352984969034,-0.495409379879747,-1.45564196925878,-0.0165960839402928
0,-0.0411896430428202,-0.133158950204266,-1.59807980738635,-0.0269300168274321
0,-0.421473174156757,-0.758614319332166,-1.18457407911866,0.0389913106938207
0,0.110053378682773,-0.38298618270812,-1.86796932052246,0.0305499056810396
0,-0.217499537291192,-0.229263732583146,-2.01946196371677,0.11413290679916
0,-0.134960472920179,-0.372274746046977,-1.35560053082432,0.374308222255529
0,0.205707207333276,-0.265076847497182,-1.60417808522061,-0.173816750502377
0,0.231627735236541,0.242090003210919,-1.69709308407704,-0.228656492892854
0,0.02009134962634,-0.153408355845506,-2.01798307770218,-0.0268213949620374
0,0.00160535062157305,-0.18214723859175,-1.96110861924972,-0.161893686425295
0,0.327537641132783,-0.151246334560231,-0.914925831471703,-0.0209318575141288
0,0.522784496561958,0.511121618143421,-1.11874460603543,0.0536483132304024
0,0.35343904722536,0.367359353780214,-1.74555949718584,0.107339049582377
0,0.242700984281477,0.211897881107629,-2.04319401729001,0.127164224736929
0,-0.104381068355801,-0.414784804667548,-1.46466301543048,-0.106714834810859
0,-0.286397264029647,-0.72280069557838,-2.17000298939298,-0.433469106535023
0,-0.36703813128157,-0.648807928541772,-1.71059886765289,-0.376355873114085
0,-0.0179351364549354,-0.568269412115479,-1.6495995466022,0.0419613198198857
0,0.205573798078675,0.0651300349562874,-1.60501021765828,-0.231014895957592
0,0.316032358641651,0.213294906312441,-1.9702878239031,-0.118662406566001
0,0.311239934310195,0.208410520250771,-1.6382369339975,0.0146480912084566
0,-0.0376283932852189,-0.288965616786898,-1.68313403945139,0.0684451841507293
0,-0.198252335215561,-0.79709323758738,-1.28877041005283,0.141416527208416
0,-0.0563331974630911,-0.653181715098791,-1.81761974394488,-0.0111430870254105
0,0.0495174142614141,0.0416175709010684,-1.84882877306503,-0.0854261605077584
0,-0.47262464034215,-0.4483382340486,-1.32984981009597,-0.129017207459741
0,-0.12666672759603,-0.467880182091985,-1.26328234580233,-0.210311463902831
0,-0.0344750787188936,-0.529121093583387,-1.34132350195047,-0.0917448497773431
0,-0.333253722457546,-0.446898313922911,-1.63463150070409,-0.369886477426699
0,-0.573198030156233,-0.653660152781518,-1.45492931934198,-0.263760501895585
0,-0.727144292336088,-0.84485248681685,-1.77313142511382,-0.940607810774964
0,-0.313713017996867,-0.811073364862351,-1.43740509168088,-0.358804684572172
0,-0.701763414710874,-1.07321399325341,-1.82867733488504,-0.903811367364904
0,-1.2794540952899,-1.68409209170531,-1.49340546230151,-0.516261739715686
0,-1.46006807162518,-1.89486434176628,-2.16200816999572,-1.12005883153532
0,-1.26795231512403,-2.01268847680261,-1.82536358707788,-1.71506302184434
0,-1.30600169185798,-1.54346905868902,-1.64993584695784,-1.78226707453606
0,-1.26365234281911,-1.50864119743052,-1.92665941001454,-1.35145358130957
0,-1.06569738750531,-1.74758117141296,-2.05914650859427,-1.16340615244809
0,-0.948872754946428,-1.07070800397199,-1.75075066589649,-1.14968364770725
0,-1.21045915549634,-1.43266847753498,-1.78593402954552,-1.42076111098237
0,-0.833495073154241,-1.01928310588684,-2.23618762171647,-0.720605104875007
0,-1.18755685216115,-1.43041338852047,-1.9256837741153,-1.29008700278974
0,-0.776108657956502,-0.966794895393439,-1.96851951219947,-1.12598950589352
0,-0.983349889665842,-1.66497412626694,-1.81050075229503,-0.887828897504985
0,-1.10504561342984,-1.35746300554939,-1.9708945552675,-0.457854076735994
0,-0.704396813039857,-1.03328133874958,-1.82040016871843,-0.428159507282619
0,-0.640109133446579,-0.94104213572563,-2.18313611446674,-0.62431740138104
0,-0.807605819258925,-0.814448316273798,-1.72022949682196,-0.773736496443193
0,-0.773521060434158,-0.939945654037808,-1.63827212145323,-0.521154464787568
0,-0.554790462249429,-0.879075217633647,-1.98361676212862,-0.875424896282004
0,-0.399611848530769,-0.589116987279303,-2.02221718456256,0.0582972500803815
0,-0.337110394562609,-1.15899921148295,-2.08141254968296,-0.445063084595363
0,0.10874197152206,-0.17190691342547,-1.9120375756223,0.0264600140335015
0,0.136691705208727,-0.177850963032912,-1.90981176294544,-0.577712121312695
0,-0.39799168861907,-0.753248082790561,-2.32605283311185,-0.679857639274606
0,-0.387371177713467,-0.862386668213353,-1.75833906221195,-0.238269004783164
0,-0.26775402172359,-0.564120227190482,-2.16368385198476,-0.470020838394635
0,-0.402911932900362,-0.907439069807543,-1.31146570375661,-0.0764632106559621
0,-0.449639595874299,-0.560000864055647,-1.70924923326843,-0.453902660822799
0,-0.0860430517182469,-0.404660064545616,-1.40485667825443,0.464770850121754
0,0.252744217003074,-0.15892534807325,-1.56212230877129,0.026661515182509
0,0.239200819209769,0.204098742075151,-2.1491513739818,0.227422240269384
0,0.418840081697819,0.184499130019433,-1.51848806121884,-0.0311180840403716
0,-0.0240858418228161,-0.37636726267529,-1.24185921187621,-0.180030918627884
0,-0.051193186053454,-0.349631039923891,-1.76159528690533,0.158977725041918
0,0.272043109416401,-0.185866429731506,-1.21808730577028,0.236810823093737
0,0.0265827355016921,-0.151819679570698,-1.68160342713479,-0.0926595793482722
0,-0.0396395058454415,0.106912880949037,-1.75360907712014,-0.301155098847027
0,-0.112798169718295,-0.225531932040645,-1.75950558179395,-0.41165413242412
0,-0.749709873448326,-0.651094791830066,-2.17978800698004,-0.439680278208707
0,-0.724211996725799,-1.02163778210561,-1.43900164072056,-0.496079213937953
0,-0.613894610861116,-1.11583934512024,-1.65848418984478,-0.545905686279177
0,-0.836352929604821,-1.43608148611113,-2.00585842757283,-0.6536031119871
0,-0.782011888217742,-1.41409942020824,-1.8632420228211,-0.61592770099786
0,-0.583435477649653,-1.09164149087429,-1.5003935785504,-0.586371190886704
0,-0.217276574414231,-0.762871648090501,-2.43329255252701,-0.209447257369812
0,0.153321920582233,-0.0969236502009225,-1.81439252692934,-0.0563947989305076
0,-0.184658492472564,-0.465800393730664,-1.23424882597339,0.384655181966905
0,-0.414793658670335,-0.44465364568844,-1.49810054258183,-0.317725199047889
0,-0.664590977604241,-0.751821677478447,-1.81218070039226,-0.236869272147305
0,-0.696958284047778,-1.08104069684537,-1.38906911131838,-0.544245342676562
0,-0.220893963950945,-0.71919841598428,-1.58538631640771,-0.439771324616486
0,-0.144468869783039,-0.244841626712302,-1.6425615448863,0.140302463575005
0,-0.291089630035478,-0.731575229188019,-1.12851035627063,0.229548666599783
0,-0.0531647816194429,-0.45616028317466,-1.18081610889096,0.25555542334291
0,-0.286680500679262,-0.353917768300015,-1.82633207831882,-0.239615824554333
0,-0.304124120491397,-0.688528042567854,-1.67312319801373,-0.242667469724495
0,-0.227358601017837,-0.554797780833396,-1.38955760931029,0.270559108197151
0,0.181442637957976,-0.274084670563832,-1.52047142725412,0.054182014052199
0,-0.111266421504538,-0.160124443004772,-1.65485423099897,-0.356231606359336
0,-0.0236561918023697,-0.352874280817112,-1.44737648438305,0.0178122172860323
0,-0.0563458746906657,-0.0701232199212727,-2.16392862876178,-0.825731968733894
0,-0.428085657500205,-0.449077435794418,-1.61210984652217,-0.602425034122471
0,-0.583724655607361,-0.685213389611022,-1.5489164946652,-0.741494649105466
0,-0.73445882130768,-0.845809151198621,-1.9280105320818,-1.02484866641627
0,-0.632617153370905,-0.904098733047562,-2.30815540619757,-0.803457642419684
0,-1.08761426172168,-1.32817445003223,-1.90526275396412,-0.832062986444194
0,-0.759393623337105,-1.42372722974549,-1.78791196325054,-0.733798373492112
0,-0.914689428984146,-0.910669279497309,-1.91885785232938,-0.745965365708634
0,-0.556095367448089,-0.756342604111363,-2.10642453663061,-0.642634468958049
0,-0.554067619723837,-1.09824118419879,-0.819424452304639,-0.714767612480828
0,-0.88061195250814,-1.13378040823328,-1.44645947342764,-0.898882946938526
0,-0.709144537407714,-1.169212363131,-1.8262569797932,-0.691572640131067
0,-0.937738875474471,-1.37050772350756,-1.46558468581157,-0.850530700219239
0,-0.976512477841023,-1.1541341930146,-1.58873390890573,-1.56108369865803
0,-0.911441206292144,-1.34118988241929,-1.64090227028573,-0.556847244528308
0,-1.36760848689497,-1.41061170218942,-2.18522844517232,-0.712426130726989
0,-1.2104927375791,-1.20507695757233,-2.79792654458172,-1.22425230870827
0,-1.12977326793517,-1.30858122801454,-2.12351632515621,-1.16474680133735
0,-0.865252727285264,-1.15237846475692,-2.55165747184157,-0.534816009894045
0,-1.32136149825474,-1.86765012084025,-2.33878443457788,-0.956589827004605
0,-1.10704535788131,-1.50489484242743,-1.8463057104045,-1.20134621781022
0,-0.813730073845548,-1.24801252395244,-1.41737599602406,-0.283185367947082
0,-0.748712425264781,-1.0852627110277,-1.77219958649877,-0.647939591105245
0,-0.354264340678837,-0.690085197049889,-1.22146832686113,-0.818835111216253
0,-0.0528966389990847,-0.550637037154161,-1.21792060281252,-0.587152685299561
0,-0.194436288056435,-0.692331885717344,-1.61030581531041,0.570114165622079
0,-0.0741602491008317,-0.125622633909912,-2.02775847414693,-0.38152712979746
0,-0.196633936111055,-0.639329744173803,-1.54732083963609,-0.592521344603557
0,0.148289004984131,-0.138112618417354,-0.76470396625585,-0.257831915102344
0,0.324812477023881,0.289586748384631,-1.66376485323263,0.418161272059101
0,0.134657959551892,-0.0976941589292831,-1.45832023265358,-0.156245309589673
0,0.570504221115514,0.221935077149265,-1.82169351449417,0.0229618631995519
0,0.195260321644239,-0.108580505570554,-1.7749281004209,0.515708014136199
0,0.656332158208603,-0.136492399498279,-1.43083481000653,0.239958310393175
0,0.454729906834302,0.188442626730853,-1.9467059091532,0.336046895569729
0,0.114334127142956,0.224374510549508,-1.83736206364333,0.116155182676436
0,-0.074914884218094,-0.286680343878518,-1.84523324370935,-0.0307188330968601
0,0.534412974257902,-0.274931081992299,-1.47765398687792,0.271314563768715
0,0.306599981786913,-0.00971108260307182,-1.8207863848913,-0.250827508363136
0,0.479272450956173,0.13854703930435,-2.12171509531397,-0.0695790154882686
0,-0.203968326440534,-0.302676264381445,-1.92209134266394,0.154340837797549
0,-0.588516503601409,-0.581988019571827,-1.79287431361631,-0.436396659651248
0,-0.224081460633445,-0.973958148790132,-2.05182673576433,-0.309342154267101
0,-0.227419375082732,-0.44761607356738,-1.6176719417366,0.0147115573590061
0,-0.579485489432546,-0.765945740674361,-2.0316665610515,-0.446934496869111
0,-0.707161850178836,-0.745582818004999,-1.58190684575171,-0.943276790216266
0,-1.00584829744941,-1.18885843883151,-1.81388228502136,-0.847413104341914
0,-1.09833178923006,-1.2430455094693,-1.84807554021721,-0.689717722773315
0,-1.25247530850381,-1.66282915740164,-1.58876144537609,-1.13853290694175
0,-1.23905371582661,-1.96149371127792,-1.47150891515764,-0.74226864057786
0,-0.845145689018865,-1.29590899197652,-2.53150525384443,-0.685327154165695
0,-0.857252275957674,-0.804241185012612,-2.14714772824669,-0.541439734761486
0,-0.779542790991435,-1.07829338555643,-1.85729970235213,-0.678155191183683
0,-0.807020367255968,-1.11796890460284,-1.92845764140105,-0.408897025111691
0,-0.76941417214535,-0.890427140432838,-1.89079441279448,-0.321775119438016
